Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MainPos,MP,Starts,Min,90s,CrdY,CrdR,Gls,Sh_shooting,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_shooting,xG,npxG,xG_shooting,npxG_shooting,npxG/Sh,G-xG,np:G-xG,PK,PKatt,Ast,KP,xAG,xA,A-xAG,PPA,CrsPA,Touches,Att 3rd_possession,Att Pen,Att_possession,Succ,Succ%,Tkld,Tkld%,Carries,PrgC,PrgDist_possession,CPA,Mis,Dis,PrgR,PrgC_possession,1/3_possession,Cmp,Att_passing,Cmp%,PrgP,Fls,Fld,Recov,Won,Lost_misc,Won%,Min%,Compl,Subs,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,Rk_per_90,CrdY_per_90,CrdR_per_90,Gls_per_90,Sh_shooting_per_90,SoT_per_90,SoT%_per_90,Sh/90_per_90,SoT/90_per_90,G/Sh_per_90,G/SoT_per_90,Dist_per_90,FK_shooting_per_90,xG_per_90,npxG_per_90,xG_shooting_per_90,npxG_shooting_per_90,npxG/Sh_per_90,G-xG_per_90,np:G-xG_per_90,PK_per_90,PKatt_per_90,Ast_per_90,KP_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,PPA_per_90,CrsPA_per_90,Touches_per_90,Att 3rd_possession_per_90,Att Pen_per_90,Att_possession_per_90,Succ_per_90,Succ%_per_90,Tkld_per_90,Tkld%_per_90,Carries_per_90,PrgC_per_90,PrgDist_possession_per_90,CPA_per_90,Mis_per_90,Dis_per_90,PrgR_per_90,PrgC_possession_per_90,1/3_possession_per_90,Cmp_per_90,Att_passing_per_90,Cmp%_per_90,PrgP_per_90,Fls_per_90,Fld_per_90,Recov_per_90,Won_per_90,Lost_misc_per_90,Won%_per_90,Min%_per_90,Compl_per_90,Subs_per_90,PPM_per_90,onG_per_90,onGA_per_90,+/-_per_90,+/-90_per_90,onxG_per_90,onxGA_per_90,xG+/-_per_90,xG+/-90_per_90
1076,Albert Guðmundsson,is ISL,"FW,MF",Genoa,it Serie A,26.0,1997.0,FW,35,34,3016,33.5,4,0,14,52.0,19.0,36.5,1.55,0.57,0.19,0.53,20.8,8.0,9.9,5.8,9.9,5.8,0.11,4.1,4.2,4,5,4,81,5.2,6.5,-1.2,34,8,1526,678,71,96,42,43.8,41,42.7,900,82,2951,17,89,51,168,82,71,907,1213,74.8,120,28.0,46.0,136.0,3.0,22.0,12.0,88.2,26.0,1.0,1.34,40.0,37.0,3.0,0.09,31.9,35.9,-4.0,-0.12,32.10875331564987,0.11936339522546419,0.0,0.4177718832891247,1.5517241379310345,0.5669761273209549,1.0891909814323608,0.04625331564986737,0.017009283819628646,0.0056697612732095485,0.015815649867374004,0.6206896551724138,0.23872679045092837,0.2954244031830239,0.17307692307692307,0.2954244031830239,0.17307692307692307,0.0032824933687002652,0.12234748010610079,0.1253315649867374,0.11936339522546419,0.14920424403183025,0.11936339522546419,2.4171087533156497,0.15517241379310345,0.1939655172413793,-0.03580901856763925,1.0145888594164456,0.23872679045092837,45.53713527851459,20.23209549071618,2.1187002652519893,2.8647214854111405,1.253315649867374,1.3070291777188328,1.223474801061008,1.2742042440318304,26.856763925729446,2.446949602122016,88.0603448275862,0.5072944297082228,2.655835543766578,1.5218832891246685,5.013262599469496,2.446949602122016,2.1187002652519893,27.065649867374006,36.19694960212202,2.2320954907161803,3.5809018567639255,0.8355437665782494,1.3726790450928381,4.058355437665782,0.08952254641909814,0.6564986737400531,0.35809018567639256,2.6319628647214857,0.7758620689655172,0.029840848806366047,0.039986737400530506,1.193633952254642,1.1041114058355437,0.08952254641909814,0.0026856763925729443,0.9519230769230769,1.0712864721485411,-0.11936339522546419,-0.0035809018567639255
502,Alberto Cerri,it ITA,FW,Empoli,it Serie A,27.0,1996.0,FW,12,10,545,6.1,2,0,1,10.0,3.0,30.0,1.65,0.5,0.1,0.33,10.8,0.0,1.2,1.2,1.2,1.2,0.12,-0.2,-0.2,0,0,0,4,0.2,0.3,-0.2,1,0,189,85,18,6,1,16.7,5,83.3,98,3,149,1,13,12,23,3,7,68,136,50.0,9,15.0,9.0,18.0,41.0,30.0,57.7,15.9,0.0,2.0,1.58,6.0,6.0,0.0,0.0,4.3,8.2,-3.9,-0.64,82.89908256880734,0.3302752293577982,0.0,0.1651376146788991,1.651376146788991,0.4954128440366973,4.954128440366973,0.2724770642201835,0.08256880733944955,0.01651376146788991,0.0544954128440367,1.78348623853211,0.0,0.19816513761467888,0.19816513761467888,0.19816513761467888,0.19816513761467888,0.01981651376146789,-0.03302752293577982,-0.03302752293577982,0.0,0.0,0.0,0.6605504587155964,0.03302752293577982,0.04954128440366972,-0.03302752293577982,0.1651376146788991,0.0,31.21100917431193,14.036697247706423,2.9724770642201834,0.9908256880733946,0.1651376146788991,2.7577981651376144,0.8256880733944955,13.755963302752292,16.18348623853211,0.4954128440366973,24.605504587155966,0.1651376146788991,2.146788990825688,1.981651376146789,3.798165137614679,0.4954128440366973,1.1559633027522938,11.229357798165138,22.458715596330276,8.256880733944955,1.4862385321100917,2.4770642201834865,1.4862385321100917,2.9724770642201834,6.770642201834863,4.954128440366973,9.528440366972477,2.6256880733944956,0.0,0.3302752293577982,0.2609174311926606,0.9908256880733946,0.9908256880733946,0.0,0.0,0.7100917431192659,1.3541284403669724,-0.6440366972477064,-0.10568807339449543
1612,Alberto Marí,es ESP,FW,Valencia,es La Liga,22.0,2001.0,FW,16,2,276,3.1,0,0,1,6.0,2.0,33.3,1.96,0.65,0.0,0.0,11.4,0.0,1.8,1.2,1.8,1.2,0.2,-0.8,-1.2,1,1,1,6,0.9,0.9,0.1,1,0,102,56,15,5,3,60.0,2,40.0,44,2,85,2,11,3,13,2,1,38,61,62.3,6,10.0,6.0,10.0,8.0,20.0,28.6,8.1,0.0,14.0,1.25,4.0,8.0,-4.0,-1.3,5.4,8.6,-3.2,-1.06,525.6521739130435,0.0,0.0,0.32608695652173914,1.9565217391304348,0.6521739130434783,10.858695652173912,0.6391304347826087,0.21195652173913046,0.0,0.0,3.7173913043478266,0.0,0.5869565217391305,0.391304347826087,0.5869565217391305,0.391304347826087,0.06521739130434782,-0.2608695652173913,-0.391304347826087,0.32608695652173914,0.32608695652173914,0.32608695652173914,1.9565217391304348,0.29347826086956524,0.29347826086956524,0.03260869565217391,0.32608695652173914,0.0,33.26086956521739,18.26086956521739,4.891304347826087,1.6304347826086958,0.9782608695652174,19.565217391304348,0.6521739130434783,13.043478260869566,14.34782608695652,0.6521739130434783,27.717391304347824,0.6521739130434783,3.58695652173913,0.9782608695652174,4.239130434782608,0.6521739130434783,0.32608695652173914,12.391304347826088,19.89130434782609,20.315217391304348,1.9565217391304348,3.2608695652173916,1.9565217391304348,3.2608695652173916,2.608695652173913,6.521739130434783,9.32608695652174,2.641304347826087,0.0,4.565217391304348,0.40760869565217395,1.3043478260869565,2.608695652173913,-1.3043478260869565,-0.4239130434782609,1.7608695652173914,2.8043478260869565,-1.0434782608695652,-0.34565217391304354
1787,Alberto Moleiro,es ESP,"FW,MF",Las Palmas,es La Liga,19.0,2003.0,FW,28,21,1803,20.0,1,0,3,33.0,10.0,30.3,1.65,0.5,0.09,0.3,20.0,0.0,2.0,2.0,2.0,2.0,0.06,1.0,1.0,0,0,3,27,2.7,2.7,0.3,26,2,977,453,59,116,57,49.1,54,46.6,681,86,2389,24,60,27,184,86,67,581,735,79.0,87,17.0,18.0,67.0,1.0,16.0,5.9,52.7,9.0,7.0,1.04,23.0,28.0,-5.0,-0.25,19.3,31.3,-12.0,-0.6,89.20133111480865,0.04991680532445924,0.0,0.1497504159733777,1.6472545757071548,0.49916805324459235,1.5124792013311148,0.08236272878535773,0.02495840266222962,0.004492512479201331,0.014975041597337771,0.9983361064891847,0.0,0.09983361064891848,0.09983361064891848,0.09983361064891848,0.09983361064891848,0.002995008319467554,0.04991680532445924,0.04991680532445924,0.0,0.0,0.1497504159733777,1.3477537437603995,0.13477537437603995,0.13477537437603995,0.014975041597337771,1.29783693843594,0.09983361064891848,48.76871880199667,22.612312811980033,2.945091514143095,5.790349417637271,2.8452579034941765,2.4509151414309485,2.695507487520799,2.3261231281198,33.993344425956735,4.292845257903494,119.25124792013311,1.1980033277870217,2.995008319467554,1.3477537437603995,9.1846921797005,4.292845257903494,3.344425956738769,29.001663893510816,36.68885191347754,3.9434276206322796,4.342762063227953,0.848585690515807,0.8985024958402662,3.344425956738769,0.04991680532445924,0.7986688851913478,0.2945091514143095,2.6306156405990015,0.4492512479201331,0.34941763727121466,0.05191347753743761,1.1480865224625625,1.3976705490848587,-0.24958402662229617,-0.01247920133111481,0.9633943427620633,1.562396006655574,-0.5990016638935108,-0.029950083194675542
949,Alejandro Garnacho,ar ARG,FW,Manchester Utd,eng Premier League,19.0,2004.0,FW,36,30,2565,28.5,4,0,7,100.0,27.0,27.0,3.51,0.95,0.07,0.26,15.8,0.0,8.4,8.3,8.4,8.3,0.08,-1.4,-1.3,0,0,4,46,5.1,2.9,-1.1,22,4,1312,741,248,131,48,36.6,63,48.1,940,178,4211,102,69,49,281,178,83,675,901,74.9,62,20.0,54.0,106.0,6.0,25.0,19.4,75.0,12.0,6.0,1.5,44.0,39.0,5.0,0.18,42.0,50.8,-8.8,-0.31,33.29824561403509,0.14035087719298245,0.0,0.2456140350877193,3.508771929824561,0.9473684210526315,0.9473684210526315,0.1231578947368421,0.03333333333333333,0.002456140350877193,0.00912280701754386,0.5543859649122808,0.0,0.29473684210526313,0.2912280701754386,0.29473684210526313,0.2912280701754386,0.002807017543859649,-0.04912280701754386,-0.045614035087719294,0.0,0.0,0.14035087719298245,1.6140350877192982,0.17894736842105263,0.10175438596491228,-0.03859649122807018,0.7719298245614035,0.14035087719298245,46.03508771929824,25.999999999999996,8.701754385964913,4.5964912280701755,1.6842105263157896,1.2842105263157897,2.210526315789474,1.687719298245614,32.98245614035088,6.24561403508772,147.75438596491227,3.578947368421053,2.4210526315789473,1.719298245614035,9.859649122807017,6.24561403508772,2.912280701754386,23.684210526315788,31.6140350877193,2.6280701754385967,2.175438596491228,0.7017543859649122,1.894736842105263,3.719298245614035,0.2105263157894737,0.8771929824561403,0.6807017543859649,2.631578947368421,0.4210526315789474,0.2105263157894737,0.052631578947368425,1.543859649122807,1.368421052631579,0.17543859649122806,0.00631578947368421,1.473684210526316,1.7824561403508772,-0.3087719298245614,-0.01087719298245614
2829,Alessio Zerbin,it ITA,"FW,DF",Napoli,it Serie A,24.0,1999.0,FW,20,8,834,1.7,2,1,0,3.0,1.0,33.3,1.295,0.43,0.0,0.0,18.7,0.0,0.2,0.2,0.2,0.2,0.08,-0.2,-0.2,0,0,1,4,0.6,0.5,-0.6,2,2,92,54,8,4,2,45.95,1,38.3,45,6,147,2,5,3,18,6,4,56,71,78.1,3,7.0,4.0,6.0,1.0,1.0,33.35,12.2,0.0,6.0,0.995,1.0,2.0,-1.0,-0.365,3.3,3.0,0.3,0.16,305.28776978417267,0.2158273381294964,0.1079136690647482,0.0,0.32374100719424465,0.1079136690647482,3.5935251798561145,0.13974820143884892,0.04640287769784173,0.0,0.0,2.0179856115107913,0.0,0.02158273381294964,0.02158273381294964,0.02158273381294964,0.02158273381294964,0.008633093525179858,-0.02158273381294964,-0.02158273381294964,0.0,0.0,0.1079136690647482,0.4316546762589928,0.06474820143884892,0.0539568345323741,-0.06474820143884892,0.2158273381294964,0.2158273381294964,9.928057553956833,5.827338129496403,0.8633093525179856,0.4316546762589928,0.2158273381294964,4.95863309352518,0.1079136690647482,4.133093525179856,4.856115107913669,0.6474820143884893,15.863309352517984,0.2158273381294964,0.539568345323741,0.32374100719424465,1.9424460431654678,0.6474820143884893,0.4316546762589928,6.043165467625899,7.661870503597122,8.428057553956835,0.32374100719424465,0.7553956834532374,0.4316546762589928,0.6474820143884893,0.1079136690647482,0.1079136690647482,3.5989208633093526,1.3165467625899279,0.0,0.6474820143884893,0.10737410071942446,0.1079136690647482,0.2158273381294964,-0.1079136690647482,-0.039388489208633096,0.35611510791366907,0.32374100719424465,0.03237410071942446,0.017266187050359715
1203,Alex Iwobi,ng NGA,"FW,MF",Fulham,eng Premier League,27.0,1996.0,FW,32,27,2332,24.4,2,0,5,51.0,18.0,42.65,2.33,1.015,0.05,0.14,18.5,0.0,5.3,5.3,5.3,5.3,0.1,-0.3,-0.3,0,0,2,49,4.7,4.0,-2.7,46,8,1282,537,81,72,37,63.2,32,34.7,866,109,2979,27,50,28,175,109,80,821,1051,71.19999999999999,147,12.0,5.0,145.0,6.0,19.0,24.0,34.099999999999994,9.0,5.0,0.635,38.0,38.0,0.0,-0.965,34.7,33.9,0.7,0.03,46.42795883361921,0.07718696397941681,0.0,0.19296740994854203,1.9682675814751287,0.6946826758147513,1.6460120068610635,0.0899228130360206,0.039172384219554025,0.0019296740994854205,0.0054030874785591775,0.7139794168096054,0.0,0.20454545454545453,0.20454545454545453,0.20454545454545453,0.20454545454545453,0.003859348198970841,-0.011578044596912522,-0.011578044596912522,0.0,0.0,0.07718696397941681,1.8910806174957118,0.18138936535162953,0.15437392795883362,-0.1042024013722127,1.7753001715265866,0.30874785591766724,49.476843910806174,20.724699828473412,3.126072041166381,2.778730703259005,1.4279588336192108,2.4391080617495713,1.234991423670669,1.3391938250428819,33.42195540308747,4.2066895368782165,114.96998284734134,1.042024013722127,1.9296740994854202,1.0806174957118353,6.753859348198971,4.2066895368782165,3.0874785591766725,31.6852487135506,40.56174957118353,2.747855917667238,5.673241852487136,0.4631217838765009,0.19296740994854203,5.596054888507719,0.23156089193825044,0.7332761578044596,0.9262435677530018,1.3160377358490563,0.34734133790737565,0.19296740994854203,0.02450686106346484,1.4665523156089193,1.4665523156089193,0.0,-0.03724271012006861,1.3391938250428819,1.3083190394511148,0.02701543739279588,0.0011578044596912522
1191,Alexander Isak,se SWE,FW,Newcastle Utd,eng Premier League,23.0,1999.0,FW,30,27,2255,25.1,1,0,21,72.0,36.0,50.0,2.87,1.44,0.22,0.44,14.5,1.0,20.3,15.6,20.3,15.6,0.22,0.7,0.4,5,6,2,27,3.7,2.8,-1.7,21,0,725,387,139,74,42,56.8,28,37.8,421,68,1613,38,49,23,129,68,31,385,493,78.1,71,14.0,15.0,38.0,10.0,39.0,20.4,65.9,13.0,3.0,1.5,51.0,41.0,10.0,0.4,51.2,43.1,8.1,0.32,47.53436807095344,0.03991130820399113,0.0,0.8381374722838139,2.8736141906873613,1.4368070953436807,1.9955654101995568,0.11454545454545455,0.05747228381374722,0.00878048780487805,0.0175609756097561,0.5787139689578714,0.03991130820399113,0.81019955654102,0.6226164079822616,0.81019955654102,0.6226164079822616,0.00878048780487805,0.027937915742793792,0.015964523281596452,0.19955654101995565,0.2394678492239468,0.07982261640798226,1.0776053215077606,0.1476718403547672,0.11175166297117517,-0.06784922394678493,0.8381374722838139,0.0,28.93569844789357,15.445676274944569,5.547671840354767,2.9534368070953434,1.6762749445676277,2.2669623059866963,1.1175166297117516,1.5086474501108647,16.802660753880268,2.713968957871397,64.37694013303769,1.5166297117516632,1.9556541019955653,0.9179600886917961,5.148558758314856,2.713968957871397,1.237250554323725,15.365853658536587,19.676274944567627,3.117073170731707,2.8337028824833705,0.5587583148558758,0.5986696230598669,1.5166297117516632,0.3991130820399113,1.5565410199556542,0.8141906873614191,2.6301552106430157,0.5188470066518847,0.1197339246119734,0.0598669623059867,2.035476718403548,1.6363636363636362,0.3991130820399113,0.015964523281596452,2.043458980044346,1.720177383592018,0.3232815964523282,0.012771618625277162
2541,Alexander Sørloth,no NOR,FW,Villarreal,es La Liga,27.0,1995.0,FW,34,30,2489,27.7,3,0,23,78.0,36.0,46.2,2.82,1.3,0.29,0.64,12.1,0.0,12.3,12.3,12.3,12.3,0.16,10.7,10.7,0,0,6,34,4.4,3.0,1.6,15,1,797,417,150,72,30,41.7,40,55.6,474,48,1104,29,97,61,159,48,35,357,476,75.0,40,34.0,19.0,57.0,80.0,45.0,64.0,72.8,23.0,4.0,1.41,56.0,46.0,10.0,0.36,43.1,41.3,1.8,0.06,91.8802732020892,0.10847730012053033,0.0,0.8316593009240659,2.8204098031337885,1.301727601446364,1.6705504218561673,0.10196866211329851,0.04700683005222981,0.010486139011651265,0.02314182402571314,0.437525110486139,0.0,0.44475693049417436,0.44475693049417436,0.44475693049417436,0.44475693049417436,0.005785456006428285,0.3869023704298915,0.3869023704298915,0.0,0.0,0.21695460024106067,1.2294094013660104,0.15910004017677784,0.10847730012053033,0.05785456006428285,0.5423865006026517,0.03615910004017678,28.81880273202089,15.078344716753717,5.423865006026517,2.603455202892728,1.0847730012053034,1.5078344716753718,1.4463640016070711,2.010445962233829,17.13941341904379,1.7356368019284854,39.91964644435516,1.0486139011651265,3.507432703897148,2.2057051024507834,5.749296906388107,1.7356368019284854,1.2655685014061873,12.90879871434311,17.211731619124148,2.7119325030132586,1.4463640016070711,1.2294094013660104,0.6870229007633587,2.0610687022900764,2.8927280032141423,1.627159501807955,2.314182402571314,2.632382482924869,0.8316593009240659,0.1446364001607071,0.050984331056649256,2.0249096022498994,1.6633186018481319,0.3615910004017678,0.01301727601446364,1.558457211731619,1.4933708316593008,0.0650863800723182,0.0021695460024106065
1411,Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,32.0,1991.0,FW,29,27,2293,25.5,3,1,19,60.0,33.0,55.0,2.35,1.3,0.28,0.52,14.0,6.0,11.4,9.8,11.4,9.8,0.17,7.6,7.2,2,2,2,21,1.9,2.1,0.1,17,2,809,372,127,42,22,52.4,17,40.5,576,22,910,10,55,37,144,22,20,397,561,70.8,61,50.0,36.0,60.0,27.0,40.0,40.3,74.9,12.0,2.0,1.69,38.0,42.0,-4.0,-0.16,34.6,35.4,-0.8,-0.03,55.38159616223288,0.11774967291757524,0.03924989097252508,0.7457479284779764,2.3549934583515046,1.2952464020933274,2.1587440034888794,0.09223724378543394,0.0510248582642826,0.010989969472307022,0.02040994330571304,0.5494984736153511,0.23549934583515048,0.4474487570867859,0.38464893153074575,0.4474487570867859,0.38464893153074575,0.006672481465329263,0.29829917139119055,0.28259921500218055,0.07849978194505015,0.07849978194505015,0.07849978194505015,0.8242477104230266,0.07457479284779764,0.08242477104230267,0.0039249890972525075,0.6672481465329263,0.07849978194505015,31.753161796772787,14.60095944177933,4.984736153510685,1.6484954208460532,0.8634976013955518,2.056694286960314,0.6672481465329263,1.5896205843872655,22.607937200174444,0.8634976013955518,35.71740078499782,0.39249890972525076,2.1587440034888794,1.4522459659834277,5.651984300043611,0.8634976013955518,0.7849978194505015,15.582206716092456,22.01918883558657,2.7788922808547754,2.3942433493240296,1.9624945486262537,1.4129960750109027,2.3549934583515046,1.059747056258177,1.569995638901003,1.5817706061927606,2.9398168338421287,0.47099869167030095,0.07849978194505015,0.06633231574356738,1.4914958569559529,1.6484954208460532,-0.1569995638901003,-0.006279982555604012,1.3580462276493677,1.3894461404273877,-0.03139991277802006,-0.0011774967291757524
2306,Alexis Saelemaekers,be BEL,"FW,MF",Bologna,it Serie A,24.0,1999.0,FW,30,21,1887,21.0,7,1,4,29.0,10.0,34.5,1.38,0.48,0.14,0.4,23.2,4.0,2.6,2.6,2.6,2.6,0.09,1.4,1.4,0,0,2,44,2.8,3.5,-0.8,35,5,1271,558,47,106,40,37.7,58,54.7,818,65,2370,17,49,25,180,65,49,786,1008,78.0,77,16.0,58.0,112.0,8.0,7.0,53.3,55.2,7.0,9.0,1.87,31.0,18.0,13.0,0.62,24.3,22.8,1.5,0.07,109.98410174880762,0.3338632750397456,0.04769475357710652,0.1907790143084261,1.383147853736089,0.4769475357710652,1.645468998410175,0.065818759936407,0.022893481717011128,0.006677265500794913,0.01907790143084261,1.1065182829888711,0.1907790143084261,0.12400635930047695,0.12400635930047695,0.12400635930047695,0.12400635930047695,0.004292527821939587,0.06677265500794913,0.06677265500794913,0.0,0.0,0.09538950715421304,2.098569157392687,0.13354531001589826,0.1669316375198728,-0.03815580286168522,1.6693163751987283,0.2384737678855326,60.62003179650238,26.613672496025437,2.2416534181240064,5.055643879173291,1.9077901430842608,1.7980922098569156,2.766295707472178,2.608903020667727,39.014308426073136,3.100158982511924,113.03656597774244,0.8108108108108109,2.337042925278219,1.192368839427663,8.585055643879175,3.100158982511924,2.337042925278219,37.488076311605724,48.07631160572337,3.7201907790143083,3.6724960254372023,0.7631160572337043,2.766295707472178,5.34181240063593,0.3815580286168522,0.3338632750397456,2.5421303656597773,2.63275039745628,0.3338632750397456,0.4292527821939586,0.0891891891891892,1.478537360890302,0.8585055643879173,0.6200317965023847,0.02957074721780604,1.1589825119236885,1.0874403815580287,0.07154213036565978,0.0033386327503974566
2335,Alexis Sánchez,cl CHI,"FW,MF",Inter,it Serie A,34.0,1988.0,FW,23,6,763,8.5,0,0,2,17.0,5.0,29.4,2.01,0.59,0.06,0.2,16.4,2.0,3.2,2.5,3.2,2.5,0.14,-1.2,-1.5,1,1,5,18,3.1,2.8,1.9,24,2,453,240,37,22,12,54.5,8,36.4,292,16,581,4,22,15,58,16,16,276,367,75.2,53,14.0,19.0,28.0,8.0,13.0,38.1,22.3,3.0,17.0,2.22,16.0,4.0,12.0,1.42,18.7,6.9,11.9,1.4,275.4259501965924,0.0,0.0,0.23591087811271297,2.0052424639580604,0.5897771952817824,3.4678899082568804,0.2370904325032765,0.06959370904325032,0.0070773263433813885,0.023591087811271297,1.934469200524246,0.23591087811271297,0.37745740498034075,0.2948885976408912,0.37745740498034075,0.2948885976408912,0.01651376146788991,-0.14154652686762778,-0.1769331585845347,0.11795543905635648,0.11795543905635648,0.5897771952817824,2.123197903014417,0.3656618610747051,0.33027522935779813,0.22411533420707733,2.8309305373525553,0.23591087811271297,53.43381389252949,28.309305373525557,4.3643512450851905,2.595019659239843,1.4154652686762776,6.428571428571428,0.9436435124508519,4.293577981651376,34.44298820445609,1.8872870249017037,68.53211009174312,0.47182175622542594,2.595019659239843,1.7693315858453473,6.841415465268676,1.8872870249017037,1.8872870249017037,32.55570117955439,43.28964613368283,8.870249017038008,6.251638269986894,1.651376146788991,2.241153342070773,3.302752293577982,0.9436435124508519,1.5334207077326345,4.494102228047182,2.6304062909567496,0.3538663171690694,2.0052424639580604,0.26186107470511144,1.8872870249017037,0.47182175622542594,1.4154652686762776,0.1674967234600262,2.205766710353866,0.8138925294888599,1.4036697247706422,0.16513761467889906
696,Amad Diallo,ci CIV,"FW,MF",Manchester Utd,eng Premier League,21.0,2002.0,FW,9,3,390,4.3,1,0,1,10.0,4.0,40.0,2.31,0.92,0.1,0.25,19.3,0.0,0.5,0.5,0.5,0.5,0.05,0.5,0.5,0,0,1,10,1.1,0.5,-0.1,3,0,231,110,24,23,11,47.8,10,43.5,146,11,355,4,7,14,31,11,12,149,170,87.6,10,5.0,4.0,14.0,4.0,6.0,40.0,11.4,0.0,6.0,1.22,10.0,6.0,4.0,0.92,7.7,7.4,0.3,0.07,160.6153846153846,0.23076923076923078,0.0,0.23076923076923078,2.3076923076923075,0.9230769230769231,9.23076923076923,0.5330769230769231,0.21230769230769234,0.023076923076923078,0.057692307692307696,4.453846153846154,0.0,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.011538461538461539,0.11538461538461539,0.11538461538461539,0.0,0.0,0.23076923076923078,2.3076923076923075,0.2538461538461539,0.11538461538461539,-0.023076923076923078,0.6923076923076923,0.0,53.30769230769231,25.384615384615383,5.538461538461538,5.3076923076923075,2.5384615384615383,11.030769230769229,2.3076923076923075,10.038461538461538,33.69230769230769,2.5384615384615383,81.92307692307692,0.9230769230769231,1.6153846153846152,3.2307692307692304,7.153846153846153,2.5384615384615383,2.769230769230769,34.38461538461538,39.23076923076923,20.215384615384615,2.3076923076923075,1.1538461538461537,0.9230769230769231,3.2307692307692304,0.9230769230769231,1.3846153846153846,9.23076923076923,2.6307692307692307,0.0,1.3846153846153846,0.2815384615384615,2.3076923076923075,1.3846153846153846,0.9230769230769231,0.21230769230769234,1.776923076923077,1.7076923076923078,0.06923076923076923,0.016153846153846154
