Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
91,Papa Amadou Diallo,sn SEN,FW,Metz,fr Ligue 1,19,2004,9.9,257,255,2,1,2,0,14,1,0,0,0,0,167,0,7,Matches
92,Selim Amallah,ma MAR,"FW,MF",Valencia,es La Liga,26,1996,6.7,164,162,2,0,2,0,4,0,0,0,0,0,120,0,5,Matches
93,Amath,sn SEN,"FW,MF",Mallorca,es La Liga,27,1996,4.4,113,110,2,1,2,0,7,1,0,0,0,0,76,1,4,Matches
94,Lorenzo Amatucci,it ITA,MF,Fiorentina,it Serie A,19,2004,0.2,25,25,0,0,0,1,0,0,0,0,0,0,22,0,2,Matches
95,Jordan Amavi,fr FRA,DF,Brest,fr Ligue 1,29,1994,1.0,54,43,11,3,0,0,1,8,0,0,0,0,47,0,1,Matches
96,Zeki Amdouni,ch SUI,FW,Burnley,eng Premier League,22,2000,21.7,500,445,51,2,7,1,8,0,3,0,0,0,396,4,19,Matches
97,Kelvin Amian,fr FRA,DF,Nantes,fr Ligue 1,25,1998,8.9,350,266,84,8,1,0,14,76,0,0,0,0,268,0,15,Matches
98,Bruno Amione,ar ARG,DF,Hellas Verona,it Serie A,21,2002,6.4,273,267,6,4,0,1,1,2,0,0,0,0,217,0,3,Matches
99,Michael Amir Murillo,pa PAN,DF,Marseille,fr Ligue 1,27,1996,11.1,602,517,84,13,0,1,16,71,0,0,0,0,492,1,10,Matches
100,Nadiem Amiri,de GER,MF,Mainz 05,de Bundesliga,26,1996,14.6,798,612,181,80,2,3,126,9,88,32,44,0,567,5,11,Matches
101,Nadiem Amiri,de GER,MF,Leverkusen,de Bundesliga,26,1996,1.0,100,98,2,1,0,0,1,0,1,0,0,0,92,0,2,Matches
102,Kofi Amoako,de GER,MF,Wolfsburg,de Bundesliga,18,2005,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
103,Sofyan Amrabat,ma MAR,"MF,DF",Manchester Utd,eng Premier League,26,1996,10.4,664,642,21,10,0,8,7,11,0,0,0,0,578,1,10,Matches
104,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,27,1996,37.9,2209,2073,121,110,7,31,31,8,0,0,0,0,1731,15,22,Matches
105,Elliot Anderson,eng ENG,"MF,FW",Newcastle Utd,eng Premier League,20,2002,11.4,460,431,29,3,4,1,19,25,1,0,0,0,370,0,9,Matches
106,Felipe Anderson,br BRA,"FW,MF",Lazio,it Serie A,30,1993,30.8,1336,1299,29,5,5,6,57,18,6,1,4,0,1012,8,63,Matches
107,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,32,1990,28.6,1919,1855,58,57,5,19,19,1,0,0,0,0,1598,6,34,Matches
108,Komnen Andrić,rs SRB,FW,Clermont Foot,fr Ligue 1,28,1995,1.9,59,54,5,0,0,0,1,0,0,0,0,0,45,0,0,Matches
109,Robert Andrich,de GER,"MF,DF",Leverkusen,de Bundesliga,28,1994,18.8,1494,1458,34,32,5,4,14,2,0,0,0,0,1346,2,10,Matches
110,Miguel Ángel Rubio,es ESP,DF,Granada,es La Liga,25,1998,17.3,775,745,29,24,1,4,0,1,0,0,0,0,622,1,11,Matches
111,Angeliño,es ESP,DF,Roma,it Serie A,26,1997,12.7,715,610,101,12,0,4,53,87,2,1,0,0,546,4,11,Matches
112,Ângelo,br BRA,"FW,MF",Strasbourg,fr Ligue 1,18,2004,12.2,426,410,15,3,4,1,42,4,5,3,1,0,300,1,13,Matches
113,Fabrizio Angileri,ar ARG,"DF,MF",Getafe,es La Liga,29,1994,1.8,103,96,7,1,0,2,8,6,0,0,0,0,68,0,5,Matches
114,Jaidon Anthony,eng ENG,FW,Bournemouth,eng Premier League,23,1999,1.7,45,42,3,2,0,0,2,0,1,0,0,0,30,0,3,Matches
115,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,27,1996,32.1,2624,2511,109,51,6,9,14,29,0,0,0,0,2330,4,16,Matches
116,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,33,1990,18.8,308,288,18,1,3,4,27,11,0,0,0,0,180,2,22,Matches
117,Antony,br BRA,FW,Manchester Utd,eng Premier League,23,2000,14.7,595,570,22,7,3,1,16,15,0,0,0,0,468,3,23,Matches
118,Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,de Bundesliga,29,1994,13.5,454,343,108,1,1,1,55,106,0,0,0,0,274,3,21,Matches
119,Houssem Aouar,dz ALG,"MF,FW",Roma,it Serie A,25,1998,8.4,359,344,15,4,0,0,10,3,8,5,2,0,300,0,8,Matches
120,Stredair Appuah,fr FRA,"FW,MF",Nantes,fr Ligue 1,19,2004,0.9,23,23,0,0,0,0,2,0,0,0,0,0,14,0,2,Matches
121,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,27,1995,3.8,142,138,4,2,0,2,6,1,1,1,0,0,114,0,2,Matches
122,Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,21,2002,6.0,321,256,62,7,0,0,7,55,0,0,0,0,254,3,7,Matches
123,Asaf Arania,il ISR,MF,Darmstadt 98,de Bundesliga,17,2005,0.1,4,3,1,0,0,0,0,1,0,0,0,0,4,0,0,Matches
124,Julian Araujo,mx MEX,DF,Las Palmas,es La Liga,21,2001,16.2,831,694,135,19,0,2,23,116,0,0,0,0,680,2,14,Matches
125,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,24,1999,22.2,1641,1540,93,45,3,14,8,37,0,0,0,0,1458,8,6,Matches
126,Oliver Arblaster,eng ENG,MF,Sheffield Utd,eng Premier League,19,2004,10.5,441,409,29,13,1,2,7,0,6,3,0,0,351,3,9,Matches
127,Cameron Archer,eng ENG,"FW,MF",Sheffield Utd,eng Premier League,22,2001,20.4,332,310,22,0,2,1,5,0,0,0,0,0,266,0,15,Matches
128,Cameron Archer,eng ENG,MF,Aston Villa,eng Premier League,22,2001,0.1,6,6,0,0,1,0,0,0,0,0,0,0,5,0,0,Matches
129,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,30,1993,30.0,867,555,307,88,0,2,0,0,0,0,0,0,562,5,0,Matches
130,Adu Ares,es ESP,FW,Athletic Club,es La Liga,21,2001,2.9,104,103,1,0,0,1,11,0,1,1,0,0,79,0,5,Matches
131,Jesús Areso,es ESP,DF,Osasuna,es La Liga,24,1999,29.6,1368,1033,332,20,1,6,110,311,0,0,0,0,1021,3,48,Matches
132,Simone Aresti,it ITA,GK,Cagliari,it Serie A,37,1986,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
133,Matias Arezo,uy URU,FW,Granada,es La Liga,20,2002,4.1,82,75,7,0,1,0,4,1,0,0,0,0,52,0,0,Matches
134,Iñigo Arguibide,es ESP,DF,Osasuna,es La Liga,18,2005,0.2,4,3,1,0,0,0,0,1,0,0,0,0,1,0,1,Matches
135,Yoël Armougom,fr FRA,"DF,MF",Clermont Foot,fr Ligue 1,25,1998,2.6,131,114,17,1,0,0,14,16,0,0,0,0,97,0,3,Matches
136,José Arnaiz,es ESP,"FW,MF",Osasuna,es La Liga,28,1995,10.3,318,260,58,18,0,3,46,3,25,13,8,0,233,0,8,Matches
137,Hákon Arnar Haraldsson,is ISL,"FW,MF",Lille,fr Ligue 1,20,2003,14.3,549,525,21,6,3,4,7,4,2,1,0,0,451,3,13,Matches
138,Marko Arnautović,at AUT,FW,Inter,it Serie A,34,1989,8.9,271,264,5,0,3,1,7,0,0,0,0,0,203,2,9,Matches
139,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,29,1994,27.8,1582,1404,171,87,4,17,110,1,58,39,13,2,1285,7,19,Matches
140,Mohamed El Arouch,fr FRA,FW,Lyon,fr Ligue 1,19,2004,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
141,Sergio Arribas,es ESP,"MF,FW",Almería,es La Liga,21,2001,22.7,751,661,86,32,4,4,60,7,28,13,9,0,588,4,20,Matches
142,Kepa Arrizabalaga,es ESP,GK,Real Madrid,es La Liga,28,1994,13.3,456,374,82,12,0,1,0,0,0,0,0,0,386,0,1,Matches
143,Arthur,br BRA,DF,Leverkusen,de Bundesliga,20,2003,2.0,109,96,13,0,0,0,7,12,1,0,0,0,88,0,3,Matches
144,Takuma Asano,jp JPN,"FW,MF",Bochum,de Bundesliga,28,1994,22.1,397,383,12,1,1,0,37,2,1,0,0,0,262,2,26,Matches
145,Marco Asensio,es ESP,"MF,FW",Paris S-G,fr Ligue 1,27,1996,12.4,656,598,55,10,6,6,52,8,31,11,10,0,545,3,13,Matches
146,Kristjan Asllani,al ALB,MF,Inter,it Serie A,21,2002,8.7,744,685,56,23,2,4,35,1,32,12,10,0,662,3,6,Matches
147,Joel Asoro,se SWE,"FW,MF",Metz,fr Ligue 1,24,1999,9.4,147,136,10,4,0,0,19,1,2,2,0,0,94,1,10,Matches
148,Jonathan Asp Jensen,dk DEN,FW,Bayern Munich,de Bundesliga,17,2006,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
149,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,35,1987,30.1,1305,1112,190,51,20,15,149,8,94,39,35,0,949,3,30,Matches
150,Lorenz Assignon,tg TOG,DF,Burnley,eng Premier League,23,2000,13.7,485,378,104,3,0,0,29,101,0,0,0,0,352,3,19,Matches
151,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,23,2000,11.2,600,491,109,13,0,1,22,96,0,0,0,0,516,0,12,Matches
152,Youcef Atal,dz ALG,DF,Nice,fr Ligue 1,27,1996,4.0,238,215,22,6,2,0,6,16,0,0,0,0,214,1,1,Matches
153,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,17,2005,6.2,179,171,7,1,0,0,5,6,0,0,0,0,155,1,3,Matches
154,Arthur Atta,fr FRA,"MF,FW",Metz,fr Ligue 1,20,2003,10.3,401,378,20,10,1,4,10,6,1,1,0,0,301,3,11,Matches
155,Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,21,2002,34.0,1392,1060,329,88,0,4,0,0,0,0,0,0,982,3,1,Matches
156,Pierre-Emerick Aubameyang,ga GAB,FW,Marseille,fr Ligue 1,34,1989,29.1,660,608,48,1,3,0,42,4,0,0,0,0,444,4,27,Matches
157,Emil Audero,id IDN,GK,Inter,it Serie A,26,1997,3.7,197,174,21,3,0,0,0,0,0,0,0,0,166,2,1,Matches
158,Tommaso Augello,it ITA,DF,Cagliari,it Serie A,28,1994,26.9,1329,1008,317,42,1,2,153,241,34,7,25,0,919,4,42,Matches
159,Carlos Augusto,br BRA,DF,Inter,it Serie A,24,1999,19.2,1099,977,112,14,0,3,40,92,0,0,0,0,921,10,25,Matches
160,Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,22,2000,10.0,641,614,27,20,1,2,5,7,0,0,0,0,590,0,9,Matches
161,Serge Aurier,ci CIV,"DF,MF",Nott'ham Forest,eng Premier League,30,1992,9.3,448,407,41,6,1,0,22,35,0,0,0,0,348,0,8,Matches
162,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,es La Liga,29,1994,9.6,371,312,56,13,4,6,79,10,32,17,12,0,232,3,9,Matches
163,Ezequiel Ávila,ar ARG,FW,Betis,es La Liga,29,1994,3.3,91,89,2,1,0,3,12,1,0,0,0,0,55,0,6,Matches
164,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,25,1997,11.6,175,169,4,0,2,1,1,0,0,0,0,0,127,2,3,Matches
165,André Ayew,gh GHA,FW,Le Havre,fr Ligue 1,33,1989,12.3,266,244,19,0,0,0,4,1,0,0,0,0,197,3,10,Matches
166,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,31,1991,28.3,920,876,42,8,4,5,97,10,22,6,8,0,681,2,43,Matches
167,Neil El Aynaoui,ma MAR,MF,Lens,fr Ligue 1,22,2001,17.4,670,660,9,8,2,0,7,1,0,0,0,0,576,1,6,Matches
168,Sardar Azmoun,ir IRN,"FW,MF",Roma,it Serie A,28,1995,6.5,156,152,4,1,1,1,2,1,0,0,0,0,108,0,8,Matches
169,César Azpilicueta,es ESP,DF,Atlético Madrid,es La Liga,33,1989,15.8,1035,899,130,19,1,2,11,111,0,0,0,0,867,6,8,Matches
170,Paulo Azzi,br BRA,"DF,MF",Cagliari,it Serie A,29,1994,10.6,487,394,91,6,0,1,48,84,1,0,0,0,322,2,13,Matches
171,Oussama El Azzouzi,ma MAR,MF,Bologna,it Serie A,22,2001,6.1,390,383,7,6,0,2,2,0,1,1,0,0,352,0,2,Matches
172,Abdellah Baallal,ma MAR,MF,Clermont Foot,fr Ligue 1,18,2004,0.0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
173,Iddrisu Baba,gh GHA,MF,Almería,es La Liga,27,1996,15.9,654,636,15,15,2,2,4,0,0,0,0,0,543,3,10,Matches
174,Srđan Babić,rs SRB,DF,Almería,es La Liga,27,1996,1.0,62,60,2,2,0,1,0,0,0,0,0,0,58,0,0,Matches
175,Shavy Babicka,ga GAB,"FW,MF",Toulouse,fr Ligue 1,23,2000,4.1,127,122,3,0,0,0,13,3,0,0,0,0,77,2,10,Matches
176,Aliou Badara Baldé,gn GUI,"FW,DF",Nice,fr Ligue 1,20,2002,0.8,30,29,1,0,1,0,4,0,1,0,0,0,15,0,2,Matches
177,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,23,2000,25.3,1346,1308,34,30,1,18,2,4,0,0,0,0,1113,4,12,Matches
178,Milan Badelj,hr CRO,MF,Genoa,it Serie A,34,1989,28.2,1407,1344,59,39,5,14,14,9,0,0,0,0,1136,4,20,Matches
179,Matthias Bader,de GER,"DF,MF",Darmstadt 98,de Bundesliga,26,1997,20.0,912,747,160,5,1,10,32,155,0,0,0,0,687,5,31,Matches
180,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,22,2001,14.9,1173,1137,36,27,1,2,2,6,0,0,0,0,1065,0,6,Matches
181,Alex Baena,es ESP,"MF,FW",Villarreal,es La Liga,22,2001,28.7,1255,1087,153,38,28,15,175,15,95,44,37,1,893,15,32,Matches
182,Jaime Báez,uy URU,"FW,MF",Frosinone,it Serie A,28,1995,5.6,202,182,20,4,0,1,24,2,14,2,10,0,141,0,7,Matches
183,Nicola Bagnolini,it ITA,GK,Bologna,it Serie A,19,2004,0.1,3,1,2,0,0,0,0,0,0,0,0,0,2,0,0,Matches
184,Leon Bailey,jm JAM,"MF,FW",Aston Villa,eng Premier League,25,1997,23.0,790,745,40,2,11,7,75,9,29,20,0,0,573,5,38,Matches
185,Eric Bailly,ci CIV,DF,Villarreal,es La Liga,29,1994,9.3,385,359,24,12,0,1,0,0,0,0,0,0,337,2,2,Matches
186,Stefan Bajcetic,es ESP,MF,Liverpool,eng Premier League,18,2004,0.3,10,10,0,0,0,0,0,0,0,0,0,0,7,0,1,Matches
187,Nedim Bajrami,al ALB,"MF,FW",Sassuolo,it Serie A,24,1999,14.6,460,376,83,20,2,1,78,10,44,17,22,0,330,1,12,Matches
188,Cédric Bakambu,cd COD,FW,Betis,es La Liga,32,1991,2.2,39,35,4,0,0,0,0,0,0,0,0,0,26,0,2,Matches
189,Tiemoué Bakayoko,fr FRA,MF,Lorient,fr Ligue 1,28,1994,14.6,637,619,17,16,1,3,1,1,0,0,0,0,550,1,11,Matches
190,Mitchel Bakker,nl NED,DF,Atalanta,it Serie A,23,2000,4.2,212,168,42,3,0,0,13,36,3,0,3,0,167,2,8,Matches
191,Ridle Baku,de GER,"DF,MF",Wolfsburg,de Bundesliga,25,1998,22.4,1048,896,150,16,5,4,54,124,10,9,0,0,789,2,20,Matches
192,Dilane Bakwa,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,20,2002,24.2,862,705,154,49,9,5,155,33,72,43,22,1,587,3,28,Matches
193,Tommaso Baldanzi,it ITA,"MF,FW",Empoli,it Serie A,20,2003,8.3,257,223,29,6,0,0,16,9,10,4,3,0,201,5,8,Matches
194,Tommaso Baldanzi,it ITA,"FW,MF",Roma,it Serie A,20,2003,5.8,205,201,4,0,1,0,7,4,0,0,0,0,175,0,2,Matches
195,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,19,2003,15.3,817,694,122,12,1,3,37,110,0,0,0,0,694,1,16,Matches
196,George Baldock,gr GRE,DF,Sheffield Utd,eng Premier League,30,1993,10.8,397,335,60,2,0,0,18,58,0,0,0,0,291,2,18,Matches
197,Carlos Baleba,cm CMR,MF,Brighton,eng Premier League,19,2004,14.7,775,767,6,6,0,5,0,0,0,0,0,0,713,2,10,Matches
198,Carlos Baleba,cm CMR,MF,Lille,fr Ligue 1,19,2004,0.7,45,45,0,0,0,0,0,0,0,0,0,0,39,0,0,Matches
199,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,24,1999,25.2,1628,1560,64,51,0,14,2,4,1,0,0,0,1402,4,12,Matches
200,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,31,1992,31.9,1487,1082,395,24,2,6,68,371,0,0,0,0,1116,10,43,Matches
201,Fodé Ballo-Touré,sn SEN,"DF,MF",Fulham,eng Premier League,26,1997,0.8,78,57,20,2,0,0,4,18,0,0,0,0,56,1,3,Matches
202,Folarin Balogun,us USA,FW,Monaco,fr Ligue 1,22,2001,18.8,365,333,25,1,3,1,7,0,0,0,0,0,263,7,15,Matches
203,Jonathan Bamba,ci CIV,"MF,FW",Celta Vigo,es La Liga,27,1996,22.0,769,745,19,4,8,2,50,11,1,1,0,0,590,5,31,Matches
204,Mohamed Bamba,ci CIV,FW,Lorient,fr Ligue 1,21,2001,12.6,256,228,25,0,0,0,2,1,0,0,0,0,185,3,14,Matches
205,Samuel Bamba,de GER,FW,Dortmund,de Bundesliga,19,2004,0.5,20,19,1,0,0,0,4,1,0,0,0,0,14,0,1,Matches
206,Lameck Banda,zm ZAM,FW,Lecce,it Serie A,22,2001,15.0,342,325,15,2,1,2,51,4,9,5,2,0,250,2,14,Matches
207,Daniel Bandeira,pt POR,MF,Hellas Verona,it Serie A,23,2000,5.0,233,224,7,2,3,4,7,3,2,0,1,0,187,2,2,Matches
208,Mamady Bangré,bf BFA,"FW,MF",Toulouse,fr Ligue 1,22,2001,1.1,74,74,0,0,0,0,4,0,0,0,0,0,59,0,3,Matches
209,Mattia Bani,it ITA,DF,Genoa,it Serie A,29,1993,25.6,1152,1059,88,45,0,1,1,6,0,0,0,0,962,5,8,Matches
210,Léo Baptistão,br BRA,FW,Almería,es La Liga,30,1992,20.4,568,534,31,0,1,3,27,8,0,0,0,0,366,3,30,Matches
211,Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,25,1998,2.5,90,87,3,0,0,0,3,1,0,0,0,0,66,0,5,Matches
212,Antonín Barák,cz CZE,"MF,FW",Fiorentina,it Serie A,28,1994,9.0,392,372,20,3,0,1,4,4,1,0,0,0,338,0,13,Matches
213,Valentín Barco,ar ARG,"DF,FW",Brighton,eng Premier League,19,2004,3.4,233,204,28,5,2,1,30,15,8,3,2,2,179,1,5,Matches
214,Bradley Barcola,fr FRA,FW,Lyon,fr Ligue 1,20,2002,3.0,90,90,0,0,0,1,0,0,0,0,0,0,70,0,2,Matches
215,Bradley Barcola,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,20,2002,15.2,562,553,5,2,4,1,18,3,0,0,0,0,436,4,16,Matches
216,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,22,2000,29.5,1784,1509,266,32,0,2,70,233,1,1,0,0,1457,9,41,Matches
217,Nicolò Barella,it ITA,MF,Inter,it Serie A,26,1997,31.6,2168,2120,37,17,12,25,51,19,1,0,0,0,1835,11,37,Matches
218,Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,26,1997,3.4,114,110,4,1,0,0,23,1,2,2,0,0,83,0,3,Matches
219,Ross Barkley,eng ENG,MF,Luton Town,eng Premier League,29,1993,29.1,1474,1329,139,94,4,24,45,14,16,8,8,0,1218,6,31,Matches
220,Aymen Barkok,ma MAR,"MF,FW",Mainz 05,de Bundesliga,25,1998,3.6,184,171,13,0,1,0,13,8,4,2,2,0,118,0,4,Matches
221,Harvey Barnes,eng ENG,"FW,MF",Newcastle Utd,eng Premier League,25,1997,8.9,272,262,8,2,1,2,12,4,0,0,0,0,208,2,13,Matches
222,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,23,2000,29.0,925,900,20,18,0,3,5,2,0,0,0,0,679,5,24,Matches
223,Enzo Barrenechea,ar ARG,MF,Frosinone,it Serie A,22,2001,31.2,1903,1795,104,88,1,13,1,3,0,0,0,0,1624,4,21,Matches
224,Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,es La Liga,21,2001,15.9,555,545,5,0,1,9,47,4,1,0,0,0,372,5,27,Matches
225,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,20,2003,17.3,873,847,16,11,3,3,16,4,1,0,0,0,728,10,10,Matches
226,Davide Bartesaghi,it ITA,"DF,MF",Milan,it Serie A,17,2005,0.9,35,28,7,0,0,0,0,7,0,0,0,0,28,0,2,Matches
227,Marc Bartra,es ESP,DF,Betis,es La Liga,32,1991,2.5,118,107,9,9,0,1,0,0,0,0,0,0,101,2,0,Matches
228,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,26,1996,36.6,1808,1668,136,66,0,10,3,9,0,0,0,0,1516,4,10,Matches
229,Steven Baseya,fr FRA,DF,Strasbourg,fr Ligue 1,18,2005,0.1,12,11,1,1,0,0,0,0,0,0,0,0,11,0,0,Matches
230,Chris Basham,eng ENG,"DF,MF",Sheffield Utd,eng Premier League,35,1988,3.6,138,125,13,1,0,1,4,12,0,0,0,0,103,0,2,Matches
231,Toma Bašić,hr CRO,MF,Salernitana,it Serie A,26,1996,12.9,540,503,35,22,1,6,25,7,6,1,4,0,442,2,11,Matches
232,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,23,1999,25.6,1674,1582,91,34,0,12,3,3,0,0,0,0,1440,1,20,Matches
233,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,24,1999,25.2,1935,1787,139,58,1,29,76,71,0,0,0,0,1671,9,30,Matches
234,Simone Bastoni,it ITA,"MF,DF",Empoli,it Serie A,26,1996,8.3,360,281,76,17,2,2,36,41,16,4,9,0,246,3,12,Matches
235,Augusto Batalla,ar ARG,GK,Granada,es La Liga,27,1996,17.0,689,483,205,83,0,1,0,0,0,0,0,0,445,1,1,Matches
236,Daniel Batz,de GER,GK,Mainz 05,de Bundesliga,32,1991,4.0,153,120,33,12,0,0,0,0,0,0,0,0,104,0,0,Matches
237,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,23,2000,9.0,491,452,39,17,0,0,1,15,0,0,0,0,423,0,3,Matches
238,Elias Baum,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,17,2005,0.3,17,13,4,0,0,0,0,4,0,0,0,0,13,0,0,Matches
239,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,33,1990,34.0,1412,1072,336,87,0,1,0,0,0,0,0,0,1055,4,0,Matches
240,Christoph Baumgartner,at AUT,"MF,FW",RB Leipzig,de Bundesliga,23,1999,12.9,456,443,8,5,4,1,8,3,0,0,0,0,340,5,15,Matches
241,Bebé,cv CPV,"MF,FW",Rayo Vallecano,es La Liga,33,1990,2.4,104,83,21,3,0,2,28,8,10,6,3,0,63,0,4,Matches
242,Ihlas Bebou,tg TOG,"FW,DF",Hoffenheim,de Bundesliga,29,1994,18.2,514,462,49,0,2,2,35,40,0,0,0,0,360,3,25,Matches
243,Mohamed Bechikh,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,18,2005,0.2,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
244,Adrian Beck,de GER,"MF,FW",Heidenheim,de Bundesliga,26,1997,10.8,431,411,18,3,2,5,6,1,0,0,0,0,311,2,17,Matches
245,Owen Beck,wls WAL,DF,Liverpool,eng Premier League,20,2002,0.1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
246,Sheraldo Becker,sr SUR,"FW,MF",Real Sociedad,es La Liga,28,1995,8.6,243,236,6,0,0,0,46,1,2,0,1,0,154,1,17,Matches
247,Sheraldo Becker,sr SUR,"FW,MF",Union Berlin,de Bundesliga,28,1995,7.2,280,261,18,0,0,1,57,13,1,0,0,1,183,1,13,Matches
248,Chris Bedia,ci CIV,"FW,MF",Union Berlin,de Bundesliga,27,1996,1.6,20,19,1,0,0,0,0,0,0,0,0,0,14,0,1,Matches
249,Donny van de Beek,nl NED,DF,Manchester Utd,eng Premier League,26,1997,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
250,Donny van de Beek,nl NED,"MF,FW",Eint Frankfurt,de Bundesliga,26,1997,4.0,139,134,5,1,1,0,7,0,4,0,4,0,109,0,5,Matches
251,Yanis Begraoui,ma MAR,"FW,MF",Toulouse,fr Ligue 1,22,2001,3.3,97,89,6,1,0,0,5,1,2,0,1,0,70,2,1,Matches
252,Kevin Behrens,de GER,FW,Wolfsburg,de Bundesliga,32,1991,6.8,175,171,3,0,1,0,4,0,0,0,0,0,112,1,4,Matches
253,Kevin Behrens,de GER,FW,Union Berlin,de Bundesliga,32,1991,14.0,336,323,11,0,2,0,6,3,0,0,0,0,215,2,15,Matches
254,Maximilian Beier,de GER,"FW,MF",Hoffenheim,de Bundesliga,20,2002,26.9,550,498,50,0,4,1,38,8,1,1,0,0,384,2,26,Matches
255,Jérémie Bela,ao ANG,"MF,FW",Clermont Foot,fr Ligue 1,30,1993,2.3,100,94,6,1,0,0,14,2,3,2,0,0,70,0,5,Matches
256,Reda Belahyane,ma MAR,MF,Hellas Verona,it Serie A,19,2004,1.0,25,24,1,1,0,0,0,0,0,0,0,0,23,0,0,Matches
257,Reda Belahyane,ma MAR,MF,Nice,fr Ligue 1,19,2004,0.3,15,15,0,0,0,0,0,0,0,0,0,0,13,0,1,Matches
258,Amari'i Bell,jm JAM,DF,Luton Town,eng Premier League,29,1994,19.1,835,783,48,15,2,3,13,29,0,0,0,0,645,4,23,Matches
259,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,31,1991,7.4,370,364,6,6,0,0,1,0,0,0,0,0,297,0,4,Matches
260,Alaa Bellaarouch,ma MAR,GK,Strasbourg,fr Ligue 1,21,2002,15.0,504,404,97,36,0,1,0,0,0,0,0,0,352,3,1,Matches
261,Raoul Bellanova,it ITA,DF,Torino,it Serie A,23,2000,33.8,1579,1285,288,14,0,4,178,274,0,0,0,0,1232,6,44,Matches
262,Jean-Ricner Bellegarde,ht HAI,"MF,FW",Wolves,eng Premier League,25,1998,10.6,314,297,15,4,1,0,30,1,6,3,3,0,241,2,11,Matches
263,Jean-Ricner Bellegarde,ht HAI,"MF,FW",Strasbourg,fr Ligue 1,25,1998,3.0,96,88,6,1,0,0,8,0,5,3,2,0,67,2,1,Matches
264,Héctor Bellerín,es ESP,DF,Betis,es La Liga,28,1995,19.0,979,791,185,17,0,8,40,168,0,0,0,0,756,3,20,Matches
265,Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,20,2003,25.7,1543,1490,43,18,18,14,21,12,1,1,0,0,1363,10,25,Matches
266,Jeanuël Belocian,fr FRA,DF,Rennes,fr Ligue 1,18,2005,16.1,862,807,55,9,0,5,13,43,0,0,0,0,759,0,8,Matches
267,Andrea Belotti,it ITA,FW,Fiorentina,it Serie A,29,1993,10.5,201,181,20,1,1,0,4,0,0,0,0,0,133,0,6,Matches
268,Andrea Belotti,it ITA,FW,Roma,it Serie A,29,1993,7.5,155,141,13,0,1,0,4,2,0,0,0,0,115,1,10,Matches
