Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
1394,Mahmut Kücüksahin,,MF,Augsburg,de Bundesliga,19,2004,0.0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
1395,Mohammed Kudus,gh GHA,"FW,MF",West Ham,eng Premier League,22,2000,27.6,875,855,16,8,3,6,94,4,2,1,0,0,677,4,43,Matches
1396,Christian Kühlwetter,de GER,MF,Heidenheim,de Bundesliga,27,1996,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
1397,Dejan Kulusevski,se SWE,"FW,MF",Tottenham,eng Premier League,23,2000,30.7,1234,1185,42,8,12,6,89,6,24,6,0,0,953,7,55,Matches
1398,Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,18,2005,10.3,592,506,85,9,1,0,28,76,0,0,0,0,470,1,11,Matches
1399,Marash Kumbulla,al ALB,DF,Sassuolo,it Serie A,23,2000,4.0,106,98,8,3,0,0,0,0,0,0,0,0,83,0,0,Matches
1400,Justin Kumi,it ITA,FW,Sassuolo,it Serie A,19,2004,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
1401,Layvin Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,30,1992,0.1,13,11,2,1,0,0,0,1,0,0,0,0,13,0,0,Matches
1402,Berkan Kutlu,tr TUR,MF,Genoa,it Serie A,25,1998,2.2,64,59,5,2,0,2,12,0,2,1,1,0,46,0,3,Matches
1403,Daler Kuzyaev,ru RUS,MF,Le Havre,fr Ligue 1,30,1993,23.2,1050,1010,36,19,4,0,27,1,15,2,7,0,824,4,27,Matches
1404,Khvicha Kvaratskhelia,ge GEO,FW,Napoli,it Serie A,22,2001,30.4,1200,1110,86,17,6,30,99,22,45,27,12,0,965,4,22,Matches
1405,Giorgi Kvernadze,ge GEO,"FW,DF",Frosinone,it Serie A,20,2003,0.7,36,32,4,0,0,0,1,4,0,0,0,0,31,0,2,Matches
1406,Moritz-Broni Kwarteng,gh GHA,FW,Bochum,de Bundesliga,25,1998,3.1,94,91,3,0,0,0,5,1,2,0,1,0,67,0,1,Matches
1407,Grejohn Kyei,fr FRA,FW,Clermont Foot,fr Ligue 1,27,1995,11.4,265,235,27,0,0,2,2,0,0,0,0,0,198,3,8,Matches
1408,Giorgos Kyriakopoulos,gr GRE,DF,Monza,it Serie A,27,1996,19.0,1080,908,170,17,0,0,84,136,17,1,16,0,891,2,30,Matches
1409,Luca de la Torre,us USA,MF,Celta Vigo,es La Liga,25,1998,21.7,764,756,4,2,1,0,17,0,0,0,0,0,620,4,36,Matches
1410,Gaëtan Laborde,fr FRA,"FW,MF",Nice,fr Ligue 1,29,1994,21.2,558,540,16,3,0,2,62,4,6,5,1,0,366,2,21,Matches
1411,Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,32,1991,25.5,561,514,42,1,8,6,10,2,0,0,0,0,397,5,18,Matches
1412,Maxence Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,23,2000,26.2,1449,1353,91,65,0,12,5,2,0,0,0,0,1228,5,9,Matches
1413,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,24,1999,27.7,1006,770,235,69,0,3,0,0,0,0,0,0,720,1,0,Matches
1414,Yoel Lago,es ESP,DF,Celta Vigo,es La Liga,19,2004,1.0,86,83,3,2,0,0,0,0,0,0,0,0,82,0,0,Matches
1415,Aïssa Laïdouni,tn TUN,MF,Union Berlin,de Bundesliga,26,1996,11.9,512,491,19,5,2,1,22,3,1,0,0,0,404,2,11,Matches
1416,Konrad Laimer,at AUT,"DF,MF",Bayern Munich,de Bundesliga,26,1997,19.7,1457,1339,113,24,4,5,31,83,4,0,0,0,1294,5,29,Matches
1417,Stefan Lainer,at AUT,"DF,MF",Gladbach,de Bundesliga,30,1992,8.3,483,415,67,4,1,0,19,62,1,0,0,0,375,1,11,Matches
1418,Kenny Lala,mg MAD,DF,Brest,fr Ligue 1,31,1991,33.0,2195,1784,404,85,0,20,143,310,9,3,6,0,1713,7,62,Matches
1419,Adam Lallana,eng ENG,"MF,FW",Brighton,eng Premier League,35,1988,9.4,509,491,15,5,3,0,7,0,4,0,0,0,451,3,9,Matches
1420,Mathis Lambourde,fr FRA,FW,Rennes,fr Ligue 1,17,2006,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
1421,Érik Lamela,ar ARG,"FW,MF",Sevilla,es La Liga,31,1992,5.1,174,165,9,2,1,0,12,5,1,1,0,0,142,0,3,Matches
1422,Mohamed Lamine Bayo,gn GUI,FW,Le Havre,fr Ligue 1,25,1998,15.4,310,283,26,0,3,2,8,0,0,0,0,0,201,1,14,Matches
1423,Didier Lamkel Zé,cm CMR,"FW,MF",Metz,fr Ligue 1,26,1996,6.1,190,179,10,5,0,6,13,1,2,1,0,0,137,1,5,Matches
1424,Tariq Lamptey,gh GHA,"DF,FW",Brighton,eng Premier League,22,2000,10.2,454,400,51,2,0,0,31,49,0,0,0,0,379,3,9,Matches
1425,Bruno Langa,mz MOZ,DF,Almería,es La Liga,25,1997,9.1,400,320,80,13,0,3,16,67,0,0,0,0,307,0,13,Matches
1426,Gianluca Lapadula,pe PER,FW,Cagliari,it Serie A,33,1990,13.4,171,148,22,1,0,0,7,0,0,0,0,0,120,1,5,Matches
1427,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,29,1994,0.1,11,11,0,0,0,0,0,0,0,0,0,0,11,0,0,Matches
1428,Julien Laporte,fr FRA,DF,Lorient,fr Ligue 1,29,1993,20.2,1023,975,45,20,0,5,1,1,0,0,0,0,883,3,5,Matches
1429,Cyle Larin,ca CAN,FW,Mallorca,es La Liga,28,1995,20.3,294,278,13,0,1,1,7,1,0,0,0,0,184,3,14,Matches
1430,Yasser Larouci,dz ALG,DF,Sheffield Utd,eng Premier League,22,2001,5.9,185,171,13,0,0,0,6,13,0,0,0,0,131,1,14,Matches
1431,Hugo Larsson,se SWE,MF,Eint Frankfurt,de Bundesliga,19,2004,21.0,965,944,19,14,1,2,8,5,0,0,0,0,835,2,13,Matches
1432,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,29,1993,12.0,774,764,8,6,0,3,1,2,0,0,0,0,669,2,5,Matches
1433,Juanmi Latasa,es ESP,FW,Getafe,es La Liga,22,2001,17.3,368,354,11,0,2,0,2,0,0,0,0,0,192,3,5,Matches
1434,Toni Lato,es ESP,DF,Mallorca,es La Liga,25,1997,17.2,788,619,167,2,1,3,49,164,1,0,0,0,595,2,23,Matches
1435,Armand Lauriente,fr FRA,FW,Sassuolo,it Serie A,24,1998,32.3,908,805,103,15,4,11,135,14,72,47,6,1,628,0,32,Matches
1436,Roméo Lavia,be BEL,MF,Chelsea,eng Premier League,19,2004,0.4,27,27,0,0,0,0,0,0,0,0,0,0,22,0,2,Matches
1437,Lázaro,br BRA,"FW,MF",Almería,es La Liga,21,2002,3.2,100,87,12,4,1,2,12,3,5,3,2,0,69,1,4,Matches
1438,Valentino Lazaro,at AUT,"DF,MF",Torino,it Serie A,27,1996,22.2,1106,884,216,17,1,3,127,147,52,37,11,0,839,6,23,Matches
1439,Darko Lazović,rs SRB,"FW,MF",Hellas Verona,it Serie A,32,1990,21.4,671,581,88,18,1,3,97,41,28,13,14,0,431,2,33,Matches
1440,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,29,1993,18.6,975,819,156,11,0,2,56,145,0,0,0,0,826,0,28,Matches
1441,Théo Le Bris,fr FRA,"DF,MF",Lorient,fr Ligue 1,20,2002,16.8,680,602,75,2,0,1,33,68,3,2,0,0,531,3,16,Matches
1442,Julien Le Cardinal,fr FRA,DF,Brest,fr Ligue 1,25,1997,5.3,258,246,11,5,0,3,5,6,0,0,0,0,212,1,3,Matches
1443,Julien Le Cardinal,fr FRA,DF,Lens,fr Ligue 1,25,1997,0.6,32,27,5,1,0,0,4,4,0,0,0,0,23,0,1,Matches
1444,Jérémy Le Douaron,fr FRA,FW,Brest,fr Ligue 1,25,1998,18.0,387,385,2,1,1,3,44,1,0,0,0,0,252,0,21,Matches
1445,Enzo Le Fée,fr FRA,MF,Rennes,fr Ligue 1,23,2000,17.0,1043,998,44,27,5,14,24,6,10,3,5,0,897,1,11,Matches
1446,Vincent Le Goff,fr FRA,"DF,MF",Lorient,fr Ligue 1,33,1989,6.0,322,280,40,3,1,0,18,34,3,1,2,0,252,2,7,Matches
1447,Robin Le Normand,es ESP,DF,Real Sociedad,es La Liga,26,1996,27.4,1765,1712,51,34,0,11,1,0,0,0,0,0,1562,2,9,Matches
1448,Nicola Leali,it ITA,GK,Genoa,it Serie A,30,1993,2.0,72,53,19,9,0,0,0,0,0,0,0,0,40,0,0,Matches
1449,Rafael Leão,pt POR,FW,Milan,it Serie A,24,1999,27.9,1032,984,42,5,7,8,108,25,10,0,0,0,760,6,27,Matches
1450,Adrien Lebeau,fr FRA,"MF,FW",Brest,fr Ligue 1,24,1999,0.6,29,26,3,0,0,0,3,0,3,2,1,0,19,0,3,Matches
1451,Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,37,1985,1.0,26,20,6,2,0,0,0,0,0,0,0,0,16,0,1,Matches
1452,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,32,1991,30.0,1006,669,333,112,0,2,0,0,0,0,0,0,670,4,1,Matches
1453,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,30,1993,33.9,1186,734,447,163,0,1,0,0,0,0,0,0,689,5,5,Matches
1454,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,30,1993,28.0,1673,1618,54,48,6,32,31,5,1,0,0,0,1425,1,26,Matches
1455,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,24,1999,30.0,1581,1471,98,54,1,6,4,14,0,0,0,0,1263,12,15,Matches
1456,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,25,1998,4.2,171,169,2,2,0,0,0,0,0,0,0,0,133,0,0,Matches
