Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
312,Yves Bissouma,ml MLI,MF,Tottenham,eng Premier League,26,1996,23.0,0,24,5,20.8,1.04,0.22,0.00,0.00,25.0,1,0,0,1.4,1.4,0.06,-1.4,-1.4,Matches
313,Leonardo Bittencourt,de GER,MF,Werder Bremen,de Bundesliga,29,1993,17.5,1,31,5,16.1,1.77,0.29,0.03,0.20,21.0,1,0,0,2.2,2.2,0.07,-1.2,-1.2,Matches
314,Marco Bizot,nl NED,GK,Brest,fr Ligue 1,32,1991,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
315,Antonio Blanco,es ESP,MF,Alavés,es La Liga,23,2000,27.0,0,20,3,15.0,0.74,0.11,0.00,0.00,25.1,0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
316,Rubén Blanco,es ESP,GK,Marseille,fr Ligue 1,28,1995,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
317,Hendry Blank,de GER,DF,Dortmund,de Bundesliga,18,2004,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
318,Ludovic Blas,fr FRA,"FW,MF",Rennes,fr Ligue 1,25,1997,17.4,4,42,15,35.7,2.42,0.86,0.07,0.20,20.0,0,1,2,4.7,3.1,0.07,-0.7,-0.1,Matches
319,Janis Blaswich,de GER,GK,RB Leipzig,de Bundesliga,32,1991,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
320,Alexis Blin,fr FRA,MF,Lecce,it Serie A,26,1996,18.2,0,13,2,15.4,0.71,0.11,0.00,0.00,13.9,0,0,0,1.1,1.1,0.08,-1.1,-1.1,Matches
321,Daley Blind,nl NED,DF,Girona,es La Liga,33,1990,33.0,1,17,6,35.3,0.51,0.18,0.06,0.17,16.6,1,0,0,1.7,1.7,0.10,-0.7,-0.7,Matches
322,Myron Boadu,nl NED,FW,Monaco,fr Ligue 1,22,2001,0.9,1,2,2,100.0,2.12,2.12,0.50,0.50,10.7,0,0,0,0.4,0.4,0.22,+0.6,+0.6,Matches
323,Benicio Boaitey,eng ENG,"FW,DF",Brighton,eng Premier League,19,2004,0.4,0,1,0,0.0,2.25,0.00,0.00,,25.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
324,Jérôme Boateng,de GER,DF,Salernitana,it Serie A,34,1988,2.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
325,Oscar Bobb,no NOR,"FW,MF",Manchester City,eng Premier League,20,2003,3.4,1,4,1,25.0,1.19,0.30,0.25,1.00,11.1,0,0,0,1.4,1.4,0.35,-0.4,-0.4,Matches
326,Sacha Boey,fr FRA,DF,Bayern Munich,de Bundesliga,22,2000,1.2,0,1,0,0.0,0.83,0.00,0.00,,8.4,0,0,0,0.2,0.2,0.24,-0.2,-0.2,Matches
327,Jeremie Boga,ci CIV,FW,Nice,fr Ligue 1,26,1997,22.2,6,39,19,48.7,1.76,0.86,0.15,0.32,16.7,4,0,0,4.3,4.3,0.11,+1.7,+1.7,Matches
328,Jayden Bogle,eng ENG,DF,Sheffield Utd,eng Premier League,23,2000,31.0,3,32,11,34.4,1.03,0.36,0.09,0.27,16.2,0,0,0,2.3,2.3,0.07,+0.7,+0.7,Matches
329,Emil Bohinen,no NOR,MF,Genoa,it Serie A,24,1999,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
330,Emil Bohinen,no NOR,MF,Salernitana,it Serie A,24,1999,5.9,0,4,0,0.0,0.67,0.00,0.00,,24.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
331,Adama Bojang,gm GAM,FW,Reims,fr Ligue 1,19,2004,0.9,0,4,1,25.0,4.34,1.08,0.00,0.00,16.9,0,0,0,1.3,1.3,0.32,-1.3,-1.3,Matches
332,Daniel Boloca,ro ROU,MF,Sassuolo,it Serie A,24,1998,22.5,1,13,4,30.8,0.58,0.18,0.08,0.25,26.3,0,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches
333,Willy Boly,ci CIV,DF,Nott'ham Forest,eng Premier League,32,1991,16.0,2,14,6,42.9,0.88,0.38,0.14,0.33,10.4,0,0,0,1.5,1.5,0.11,+0.5,+0.5,Matches
