Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2307,Pablo Saenz,es ESP,MF,Granada,es La Liga,22,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2308,Modibo Sagnan,ml MLI,DF,Montpellier,fr Ligue 1,24,1999,11.7,2,9,3,33.3,0.77,0.26,0.22,0.67,19.5,0,0,0,1.2,1.2,0.13,+0.8,+0.8,Matches
2309,Moïse Sahi Dion,ci CIV,"MF,FW",Strasbourg,fr Ligue 1,21,2001,7.0,3,24,7,29.2,3.44,1.00,0.13,0.43,15.8,0,0,0,4.1,4.1,0.17,-1.1,-1.1,Matches
2310,Wesley Saïd,fr FRA,"FW,MF",Lens,fr Ligue 1,28,1995,11.3,7,45,18,40.0,3.97,1.59,0.16,0.39,13.6,0,0,0,5.7,5.7,0.13,+1.3,+1.3,Matches
2311,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,24,1998,3.8,0,3,1,33.3,0.78,0.26,0.00,0.00,22.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2312,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,21,2001,32.4,16,102,31,30.4,3.14,0.96,0.10,0.32,16.3,0,6,6,15.5,10.8,0.11,+0.5,-0.8,Matches
2313,Mamadou Sakho,fr FRA,DF,Montpellier,fr Ligue 1,33,1990,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2314,Ibrahim Salah,ma MAR,"FW,MF",Rennes,fr Ligue 1,21,2001,5.8,4,17,9,52.9,2.92,1.55,0.24,0.44,15.5,0,0,0,3.1,3.1,0.19,+0.9,+0.9,Matches
2315,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,31,1992,28.2,18,107,47,43.9,3.80,1.67,0.12,0.28,15.5,1,5,7,21.2,15.5,0.15,-3.2,-2.5,Matches
2316,Amine Salama,fr FRA,FW,Reims,fr Ligue 1,23,2000,3.5,0,6,1,16.7,1.73,0.29,0.00,0.00,13.8,0,0,0,0.7,0.7,0.12,-0.7,-0.7,Matches
2317,Kike Salas,es ESP,DF,Sevilla,es La Liga,21,2002,17.8,3,16,5,31.3,0.90,0.28,0.19,0.60,12.0,0,0,0,0.8,0.8,0.05,+2.2,+2.2,Matches
2318,William Saliba,fr FRA,DF,Arsenal,eng Premier League,22,2001,38.0,2,10,3,30.0,0.26,0.08,0.20,0.67,10.5,0,0,0,1.6,1.6,0.16,+0.4,+0.4,Matches
2319,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,24,1999,11.5,0,4,1,25.0,0.35,0.09,0.00,0.00,14.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
2320,Roland Sallai,hu HUN,"MF,FW",Freiburg,de Bundesliga,26,1997,20.4,3,55,19,34.5,2.69,0.93,0.05,0.16,15.8,0,0,1,7.9,7.1,0.14,-4.9,-4.1,Matches
2321,Yoann Salmier,gf GUF,DF,Le Havre,fr Ligue 1,30,1992,17.4,1,10,5,50.0,0.57,0.29,0.10,0.20,14.2,0,0,0,1.1,1.1,0.11,-0.1,-0.1,Matches
2322,Salvi,es ESP,MF,Rayo Vallecano,es La Liga,32,1991,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2323,Lazar Samardzic,rs SRB,MF,Udinese,it Serie A,21,2002,26.4,6,56,16,28.6,2.12,0.61,0.09,0.31,25.7,13,1,1,3.5,2.8,0.05,+2.5,+2.2,Matches
2324,Diadie Samassékou,ml MLI,MF,Cádiz,es La Liga,27,1996,1.0,0,1,1,100.0,0.98,0.98,0.00,0.00,25.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
2325,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,27,1996,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2326,Mama Samba Baldé,gw GNB,"FW,MF",Lyon,fr Ligue 1,27,1995,6.1,2,17,9,52.9,2.78,1.47,0.12,0.22,14.2,0,0,0,3.4,3.4,0.20,-1.4,-1.4,Matches
2327,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,29,1994,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2328,Albert Sambi Lokonga,be BEL,MF,Luton Town,eng Premier League,23,1999,14.5,1,8,2,25.0,0.55,0.14,0.13,0.50,20.9,0,0,0,0.6,0.6,0.08,+0.4,+0.4,Matches
2329,Junior Sambia,fr FRA,"DF,MF",Salernitana,it Serie A,26,1996,11.5,1,12,4,33.3,1.05,0.35,0.08,0.25,25.9,5,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches
2330,Fede San Emeterio,es ESP,MF,Cádiz,es La Liga,26,1997,1.7,1,1,1,100.0,0.59,0.59,1.00,1.00,5.0,0,0,0,0.1,0.1,0.06,+0.9,+0.9,Matches
2331,Antonio Sanabria,py PAR,"FW,MF",Torino,it Serie A,27,1996,23.7,5,52,14,26.9,2.19,0.59,0.06,0.21,12.7,0,2,2,9.3,7.7,0.15,-4.3,-4.7,Matches
2332,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,23,2000,21.9,4,41,11,26.8,1.87,0.50,0.10,0.36,15.6,0,0,1,6.3,5.5,0.13,-2.3,-1.5,Matches
2333,Renato Sanches,pt POR,MF,Roma,it Serie A,25,1997,1.6,1,2,1,50.0,1.23,0.62,0.50,1.00,19.1,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches
2334,Ricard Sánchez,es ESP,DF,Granada,es La Liga,23,2000,25.5,3,14,5,35.7,0.55,0.20,0.21,0.60,19.0,0,0,0,1.0,1.0,0.07,+2.0,+2.0,Matches
2335,Alexis Sánchez,cl CHI,"FW,MF",Inter,it Serie A,34,1988,8.5,2,17,5,29.4,2.01,0.59,0.06,0.20,16.4,2,1,1,3.2,2.5,0.14,-1.2,-1.5,Matches
2336,Antonio Sánchez,es ESP,MF,Mallorca,es La Liga,26,1997,16.1,3,23,9,39.1,1.43,0.56,0.13,0.33,20.1,0,0,0,2.5,2.5,0.11,+0.5,+0.5,Matches
2337,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,27,1996,0.9,0,1,0,0.0,1.17,0.00,0.00,,8.6,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches
2338,Juanlu Sánchez,es ESP,DF,Sevilla,es La Liga,19,2003,13.1,0,11,2,18.2,0.84,0.15,0.00,0.00,20.5,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches
2339,Manu Sánchez,es ESP,"DF,MF",Celta Vigo,es La Liga,22,2000,19.7,0,9,1,11.1,0.46,0.05,0.00,0.00,18.6,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
2340,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,25,1997,15.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2341,Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,eng Premier League,23,2000,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2342,Jadon Sancho,eng ENG,"FW,MF",Dortmund,de Bundesliga,23,2000,10.5,2,9,4,44.4,0.86,0.38,0.22,0.50,13.3,0,0,0,0.7,0.7,0.08,+1.3,+1.3,Matches
2343,Alex Sandro,br BRA,DF,Juventus,it Serie A,32,1991,8.0,1,5,1,20.0,0.62,0.12,0.20,1.00,8.2,0,0,0,0.4,0.4,0.08,+0.6,+0.6,Matches
2344,Ibou Sané,sn SEN,"MF,FW",Metz,fr Ligue 1,18,2005,1.4,1,2,1,50.0,1.41,0.70,0.50,1.00,16.9,0,0,0,0.7,0.7,0.35,+0.3,+0.3,Matches
2345,Leroy Sané,de GER,FW,Bayern Munich,de Bundesliga,27,1996,23.7,8,73,28,38.4,3.07,1.18,0.11,0.29,17.6,6,0,0,10.9,10.9,0.15,-2.9,-2.9,Matches
2346,Sadibou Sané,sn SEN,DF,Metz,fr Ligue 1,19,2004,9.4,0,5,0,0.0,0.53,0.00,0.00,,14.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
2347,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,21,2002,29.9,0,16,3,18.8,0.54,0.10,0.00,0.00,15.2,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
2348,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,eng Premier League,25,1997,11.5,0,8,0,0.0,0.70,0.00,0.00,,17.0,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
2349,Morgan Sanson,fr FRA,MF,Nice,fr Ligue 1,28,1994,21.8,2,41,9,22.0,1.88,0.41,0.05,0.22,20.6,1,0,0,3.3,3.3,0.08,-1.3,-1.3,Matches
2350,Nicola Sansone,it ITA,"FW,MF",Lecce,it Serie A,31,1991,8.5,2,23,5,21.7,2.70,0.59,0.09,0.40,18.9,2,0,0,2.8,2.8,0.12,-0.8,-0.8,Matches
2351,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,28,1995,21.4,0,28,9,32.1,1.31,0.42,0.00,0.00,23.6,0,0,0,1.9,1.9,0.07,-1.9,-1.9,Matches
2352,Yellu Santiago,es ESP,MF,Getafe,es La Liga,19,2004,7.3,1,5,2,40.0,0.69,0.27,0.20,0.50,18.5,0,0,0,0.6,0.6,0.12,+0.4,+0.4,Matches
2353,Andrey Santos,br BRA,MF,Nott'ham Forest,eng Premier League,19,2004,0.1,0,2,0,0.0,22.50,0.00,0.00,,22.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2354,Andrey Santos,br BRA,MF,Strasbourg,fr Ligue 1,19,2004,9.2,1,12,4,33.3,1.30,0.43,0.08,0.25,22.1,0,0,0,1.0,1.0,0.08,0.0,0.0,Matches
2355,Tiago Santos,pt POR,DF,Lille,fr Ligue 1,21,2002,26.3,1,33,7,21.2,1.26,0.27,0.03,0.14,22.5,0,0,0,1.4,1.4,0.04,-0.4,-0.4,Matches
2356,Paco Sanz,es ESP,DF,Almería,es La Liga,18,2004,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2357,Riccardo Saponara,it ITA,"FW,MF",Hellas Verona,it Serie A,31,1991,3.8,0,5,1,20.0,1.32,0.26,0.00,0.00,25.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
2358,Pablo Sarabia,es ESP,"MF,FW",Wolves,eng Premier League,31,1992,19.4,4,44,16,36.4,2.27,0.83,0.05,0.13,19.1,7,2,2,5.5,3.9,0.09,-1.5,-1.9,Matches
2359,Amin Sarr,se SWE,"FW,MF",Lyon,fr Ligue 1,22,2001,1.1,0,5,2,40.0,4.59,1.84,0.00,0.00,13.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
2360,Amin Sarr,se SWE,"FW,MF",Wolfsburg,de Bundesliga,22,2001,4.3,0,6,2,33.3,1.40,0.47,0.00,0.00,15.7,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches
2361,Bouna Sarr,sn SEN,DF,Bayern Munich,de Bundesliga,31,1992,1.2,0,1,1,100.0,0.85,0.85,0.00,0.00,5.0,0,0,0,0.2,0.2,0.22,-0.2,-0.2,Matches
2362,Ismaila Sarr,sn SEN,"FW,MF",Marseille,fr Ligue 1,25,1998,16.1,3,25,10,40.0,1.55,0.62,0.12,0.30,12.7,0,0,0,3.2,3.2,0.13,-0.2,-0.2,Matches
2363,Mamadou Sarr,fr FRA,DF,Lyon,fr Ligue 1,17,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2364,Martin Satriano,uy URU,FW,Brest,fr Ligue 1,22,2001,20.7,4,63,20,31.7,3.04,0.97,0.06,0.20,16.2,0,0,0,6.1,6.1,0.10,-2.1,-2.1,Matches
2365,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,31,1991,30.7,9,75,22,29.3,2.44,0.72,0.03,0.09,26.8,21,7,7,9.1,3.6,0.05,-0.1,-1.6,Matches
2366,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,32,1991,18.1,0,5,1,20.0,0.28,0.06,0.00,0.00,11.9,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
2367,Sávio,br BRA,"FW,MF",Girona,es La Liga,19,2004,33.1,9,45,20,44.4,1.36,0.60,0.20,0.45,16.6,0,0,0,6.1,6.1,0.13,+2.9,+2.9,Matches
2368,Zanos Savva,cy CYP,"DF,MF",Torino,it Serie A,17,2005,0.3,1,1,1,100.0,3.21,3.21,1.00,1.00,8.2,0,0,0,0.2,0.2,0.16,+0.8,+0.8,Matches
2369,Saba Sazonov,ge GEO,DF,Torino,it Serie A,21,2002,4.0,0,1,0,0.0,0.25,0.00,0.00,,3.0,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches
2370,Joe Scally,us USA,DF,Gladbach,de Bundesliga,20,2002,24.8,1,11,1,9.1,0.44,0.04,0.09,1.00,22.0,0,0,0,0.6,0.6,0.05,+0.4,+0.4,Matches
2371,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,19,2003,28.3,1,19,6,31.6,0.67,0.21,0.05,0.17,14.6,0,0,0,1.4,1.4,0.08,-0.4,-0.4,Matches
2372,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,24,1999,16.1,12,60,26,43.3,3.72,1.61,0.20,0.46,15.1,0,0,0,6.5,6.5,0.11,+5.5,+5.5,Matches
2373,Dane Scarlett,eng ENG,FW,Tottenham,eng Premier League,19,2004,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2374,Kevin Schade,de GER,"FW,MF",Brentford,eng Premier League,21,2001,3.7,2,8,4,50.0,2.16,1.08,0.25,0.50,15.8,0,0,0,1.2,1.2,0.15,+0.8,+0.8,Matches
2375,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,24,1999,13.5,1,21,5,23.8,1.56,0.37,0.05,0.20,16.9,0,0,0,1.8,1.8,0.08,-0.8,-0.8,Matches
2376,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,31,1991,33.9,4,35,9,25.7,1.03,0.27,0.11,0.44,18.9,3,0,0,2.5,2.5,0.07,+1.5,+1.5,Matches
2377,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,27,1996,11.8,7,39,12,30.8,3.30,1.02,0.15,0.50,12.7,0,1,1,6.0,5.3,0.13,+1.0,+0.7,Matches
2378,Stefan Schimmer,de GER,"MF,FW",Heidenheim,de Bundesliga,29,1994,1.7,0,5,0,0.0,2.94,0.00,0.00,,9.7,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
2379,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,25,1997,27.5,0,21,3,14.3,0.76,0.11,0.00,0.00,26.0,0,0,0,1.1,1.1,0.05,-1.1,-1.1,Matches
2380,Keven Schlotterbeck,de GER,DF,Bochum,de Bundesliga,26,1997,24.3,5,27,12,44.4,1.11,0.49,0.19,0.42,12.9,0,0,0,2.0,2.0,0.08,+3.0,+3.0,Matches
2381,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,23,1999,31.8,2,27,6,22.2,0.85,0.19,0.07,0.33,13.4,0,0,0,3.0,3.0,0.11,-1.0,-1.0,Matches
2382,Jeffrey Schlupp,gh GHA,"FW,MF",Crystal Palace,eng Premier League,30,1992,15.0,2,19,11,57.9,1.26,0.73,0.11,0.18,19.4,0,0,0,1.8,1.8,0.10,+0.2,+0.2,Matches
2383,Romano Schmid,at AUT,"MF,FW",Werder Bremen,de Bundesliga,23,2000,28.9,4,38,10,26.3,1.31,0.35,0.11,0.40,19.6,1,0,0,5.2,5.2,0.14,-1.2,-1.2,Matches
2384,Kenneth Schmidt,de GER,DF,Freiburg,de Bundesliga,21,2002,0.8,0,1,0,0.0,1.32,0.00,0.00,,29.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2385,Niklas Schmidt,de GER,MF,Toulouse,fr Ligue 1,25,1998,14.1,1,20,13,65.0,1.42,0.92,0.05,0.08,27.6,2,0,0,1.2,1.2,0.06,-0.2,-0.2,Matches
2386,Benno Schmitz,de GER,DF,Köln,de Bundesliga,28,1994,12.8,0,8,5,62.5,0.62,0.39,0.00,0.00,23.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
2387,Fabian Schnellhardt,de GER,MF,Darmstadt 98,de Bundesliga,29,1994,2.6,0,5,2,40.0,1.91,0.77,0.00,0.00,27.1,1,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
2388,Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,24,1999,22.2,2,17,4,23.5,0.77,0.18,0.12,0.50,17.4,0,0,0,1.1,1.1,0.06,+0.9,+0.9,Matches
2389,Marcel Schuhen,de GER,GK,Darmstadt 98,de Bundesliga,30,1993,31.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2390,Perr Schuurs,nl NED,DF,Torino,it Serie A,23,1999,8.6,1,7,1,14.3,0.82,0.12,0.14,1.00,25.5,0,0,0,0.7,0.7,0.10,+0.3,+0.3,Matches
2391,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,28,1995,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2392,Alexander Schwolow,de GER,GK,Union Berlin,de Bundesliga,31,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2393,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,19,2003,11.3,1,15,3,20.0,1.33,0.27,0.07,0.33,22.8,2,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches
2394,Simone Scuffet,it ITA,GK,Cagliari,it Serie A,27,1996,31.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2395,Jérémy Sebas,mq MTQ,"FW,MF",Strasbourg,fr Ligue 1,20,2003,4.4,2,7,4,57.1,1.58,0.90,0.29,0.50,14.7,0,0,0,1.0,1.0,0.14,+1.0,+1.0,Matches
2396,Demba Seck,sn SEN,MF,Torino,it Serie A,22,2001,4.7,0,9,2,22.2,1.91,0.42,0.00,0.00,17.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
2397,Demba Seck,sn SEN,"FW,MF",Frosinone,it Serie A,22,2001,3.3,0,7,2,28.6,2.11,0.60,0.00,0.00,16.8,0,0,0,1.1,1.1,0.16,-1.1,-1.1,Matches
2398,Aleksandar Sedlar,rs SRB,DF,Alavés,es La Liga,31,1991,10.5,1,4,1,25.0,0.38,0.10,0.25,1.00,10.7,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Matches
2399,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,23,2000,6.6,0,2,0,0.0,0.30,0.00,0.00,,28.7,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches
2400,Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,23,2000,12.6,0,6,1,16.7,0.48,0.08,0.00,0.00,36.3,0,0,0,0.1,0.1,0.01,-0.1,-0.1,Matches
2401,Nicolas Seiwald,at AUT,MF,RB Leipzig,de Bundesliga,22,2001,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2402,Nikola Sekulov,it ITA,FW,Juventus,it Serie A,21,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2403,Davie Selke,de GER,FW,Köln,de Bundesliga,28,1995,14.1,6,33,11,33.3,2.35,0.78,0.18,0.55,11.1,0,0,0,4.8,4.8,0.14,+1.2,+1.2,Matches
2404,Matz Sels,be BEL,GK,Nott'ham Forest,eng Premier League,31,1992,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2405,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,31,1992,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2406,Nélson Semedo,pt POR,"DF,MF",Wolves,eng Premier League,29,1993,34.3,0,17,4,23.5,0.50,0.12,0.00,0.00,19.7,0,0,0,1.3,1.3,0.07,-1.3,-1.3,Matches
2407,Vivaldo Semedo,pt POR,FW,Udinese,it Serie A,18,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2408,Antoine Semenyo,gh GHA,FW,Bournemouth,eng Premier League,23,2000,23.4,8,70,30,42.9,2.99,1.28,0.11,0.27,17.8,0,0,0,4.6,4.6,0.07,+3.4,+3.4,Matches
2409,Marvin Senaya,tg TOG,"DF,MF",Strasbourg,fr Ligue 1,22,2001,23.8,1,17,4,23.5,0.72,0.17,0.06,0.25,21.5,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
2410,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,26,1997,24.9,4,13,4,30.8,0.52,0.16,0.31,1.00,12.3,0,0,0,2.0,2.0,0.16,+2.0,+2.0,Matches
2411,Stefano Sensi,it ITA,MF,Inter,it Serie A,27,1995,0.5,0,2,0,0.0,3.91,0.00,0.00,,28.5,1,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2412,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,26,1997,18.4,0,22,7,31.8,1.19,0.38,0.00,0.00,22.4,0,0,0,1.0,1.0,0.05,-1.0,-1.0,Matches
2413,Benjamin Šeško,si SVN,FW,RB Leipzig,de Bundesliga,20,2003,17.0,14,47,25,53.2,2.77,1.47,0.30,0.56,13.0,0,0,0,7.7,7.7,0.16,+6.3,+6.3,Matches
2414,Kevin Sessa,de GER,"MF,FW",Heidenheim,de Bundesliga,23,2000,11.2,3,29,7,24.1,2.58,0.62,0.10,0.43,19.9,1,0,0,2.9,2.9,0.10,+0.1,+0.1,Matches
2415,Aaron Seydel,de GER,FW,Darmstadt 98,de Bundesliga,27,1996,6.9,1,14,6,42.9,2.04,0.87,0.07,0.17,16.8,0,0,0,1.0,1.0,0.07,0.0,0.0,Matches
2416,Andres Sfait,ro ROU,"DF,MF",Salernitana,it Serie A,18,2004,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2417,Stephan El Shaarawy,it ITA,"FW,DF",Roma,it Serie A,30,1992,19.3,3,40,10,25.0,2.07,0.52,0.08,0.30,19.1,1,0,0,2.5,2.5,0.06,+0.5,+0.5,Matches
2418,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,28,1995,10.7,0,2,0,0.0,0.19,0.00,0.00,,21.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2419,James Shea,eng ENG,GK,Luton Town,eng Premier League,32,1991,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2420,Eldor Shomurodov,uz UZB,"FW,MF",Cagliari,it Serie A,28,1995,10.4,3,21,7,33.3,2.02,0.67,0.14,0.43,11.9,0,0,0,3.5,3.5,0.19,-0.5,-0.5,Matches
2421,Steven Shpendi,al ALB,"FW,MF",Empoli,it Serie A,20,2003,4.6,0,7,3,42.9,1.53,0.66,0.00,0.00,16.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
2422,Sofiane Sidi Ali,fr FRA,MF,Marseille,fr Ligue 1,28,1995,0.2,0,1,0,0.0,5.00,0.00,0.00,,16.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2423,Vincent Sierro,ch SUI,MF,Toulouse,fr Ligue 1,27,1995,25.1,6,31,6,19.4,1.23,0.24,0.06,0.33,25.2,7,4,5,5.9,1.9,0.06,+0.1,+0.1,Matches
2424,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,23,2000,10.1,0,3,0,0.0,0.30,0.00,0.00,,28.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
2425,Kiliann Sildillia,fr FRA,DF,Freiburg,de Bundesliga,21,2002,20.1,0,7,1,14.3,0.35,0.05,0.00,0.00,18.7,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
2426,André Silva,pt POR,FW,Real Sociedad,es La Liga,27,1995,8.1,3,15,5,33.3,1.85,0.62,0.13,0.40,19.1,1,1,1,3.3,2.5,0.17,-0.3,-0.5,Matches
2427,Bernardo Silva,pt POR,"MF,FW",Manchester City,eng Premier League,28,1994,28.6,6,34,15,44.1,1.19,0.52,0.18,0.40,15.9,0,0,0,3.7,3.7,0.11,+2.3,+2.3,Matches
2428,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,26,1997,6.9,0,6,1,16.7,0.87,0.14,0.00,0.00,26.9,1,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
2429,Fábio Silva,pt POR,FW,Wolves,eng Premier League,21,2002,2.9,0,7,3,42.9,2.39,1.02,0.00,0.00,13.8,0,0,0,1.0,1.0,0.15,-1.0,-1.0,Matches
2430,Rui Silva,pt POR,GK,Betis,es La Liga,29,1994,27.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2431,Thiago Silva,br BRA,DF,Chelsea,eng Premier League,38,1984,28.1,3,14,4,28.6,0.50,0.14,0.21,0.75,9.4,0,0,0,0.8,0.8,0.06,+2.2,+2.2,Matches
2432,Marco Silvestri,it ITA,GK,Udinese,it Serie A,32,1991,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2433,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,23,2000,23.8,2,30,11,36.7,1.26,0.46,0.07,0.18,11.3,0,0,0,3.9,3.9,0.13,-1.9,-1.9,Matches
2434,Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,28,1995,8.9,1,35,12,34.3,3.94,1.35,0.03,0.08,14.6,0,0,0,3.4,3.4,0.10,-2.4,-2.4,Matches
2435,Giuliano Simeone,ar ARG,FW,Alavés,es La Liga,20,2002,7.0,1,14,2,14.3,2.00,0.29,0.07,0.50,19.7,0,0,1,2.4,1.6,0.12,-1.4,-0.6,Matches
2436,Jan-Carlo Simic,rs SRB,DF,Milan,it Serie A,18,2005,1.6,1,2,1,50.0,1.23,0.62,0.50,1.00,6.2,0,0,0,0.6,0.6,0.31,+0.4,+0.4,Matches
2437,Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,28,1995,19.9,3,33,12,36.4,1.66,0.60,0.06,0.17,16.5,0,1,1,4.1,3.3,0.10,-1.1,-1.3,Matches
2438,Unai Simón,es ESP,GK,Athletic Club,es La Liga,26,1997,35.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2439,Xavi Simons,nl NED,MF,RB Leipzig,de Bundesliga,20,2003,29.5,8,79,31,39.2,2.68,1.05,0.09,0.23,21.1,3,1,2,8.3,6.7,0.08,-0.3,+0.3,Matches
2440,Wilfried Singo,ci CIV,DF,Monaco,fr Ligue 1,22,2000,24.3,1,19,7,36.8,0.78,0.29,0.05,0.14,16.1,0,0,0,0.8,0.8,0.04,+0.2,+0.2,Matches
2441,Luis Sinisterra,co COL,"FW,MF",Bournemouth,eng Premier League,24,1999,7.8,2,27,8,29.6,3.48,1.03,0.07,0.25,13.9,0,0,0,2.5,2.5,0.09,-0.5,-0.5,Matches
