Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
169,César Azpilicueta,es ESP,DF,Atlético Madrid,es La Liga,33,1989,15.8,25,14,15,9,1,12,19,63.2,7,25,6,19,16,41,46,0,Matches
170,Paulo Azzi,br BRA,"DF,MF",Cagliari,it Serie A,29,1994,10.6,19,11,10,6,3,9,18,50.0,9,11,2,9,16,35,23,0,Matches
171,Oussama El Azzouzi,ma MAR,MF,Bologna,it Serie A,22,2001,6.1,12,7,4,5,3,7,14,50.0,7,8,2,6,6,18,12,0,Matches
172,Abdellah Baallal,ma MAR,MF,Clermont Foot,fr Ligue 1,18,2004,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
173,Iddrisu Baba,gh GHA,MF,Almería,es La Liga,27,1996,15.9,46,26,27,18,1,17,39,43.6,22,20,6,14,11,57,27,2,Matches
174,Srđan Babić,rs SRB,DF,Almería,es La Liga,27,1996,1.0,2,2,0,2,0,1,1,100.0,0,1,1,0,0,2,2,0,Matches
175,Shavy Babicka,ga GAB,"FW,MF",Toulouse,fr Ligue 1,23,2000,4.1,11,8,2,7,2,2,5,40.0,3,6,1,5,0,11,2,0,Matches
176,Aliou Badara Baldé,gn GUI,"FW,DF",Nice,fr Ligue 1,20,2002,0.8,4,1,0,3,1,1,1,100.0,0,2,1,1,3,7,0,0,Matches
177,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,23,2000,25.3,65,41,53,12,0,30,49,61.2,19,23,15,8,38,103,116,2,Matches
178,Milan Badelj,hr CRO,MF,Genoa,it Serie A,34,1989,28.2,51,27,23,24,4,24,61,39.3,37,45,13,32,50,101,54,1,Matches
179,Matthias Bader,de GER,"DF,MF",Darmstadt 98,de Bundesliga,26,1997,20.0,51,25,32,11,8,33,65,50.8,32,22,4,18,25,76,20,0,Matches
180,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,22,2001,14.9,21,15,12,9,0,9,14,64.3,5,21,14,7,18,39,66,2,Matches
181,Alex Baena,es ESP,"MF,FW",Villarreal,es La Liga,22,2001,28.7,34,21,10,16,8,20,47,42.6,27,23,2,21,13,47,17,1,Matches
182,Jaime Báez,uy URU,"FW,MF",Frosinone,it Serie A,28,1995,5.6,4,1,0,2,2,0,7,0.0,7,5,0,5,4,8,1,0,Matches
183,Nicola Bagnolini,it ITA,GK,Bologna,it Serie A,19,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
184,Leon Bailey,jm JAM,"MF,FW",Aston Villa,eng Premier League,25,1997,23.0,13,7,7,4,2,5,20,25.0,15,18,1,17,9,22,6,0,Matches
185,Eric Bailly,ci CIV,DF,Villarreal,es La Liga,29,1994,9.3,5,3,4,1,0,2,2,100.0,0,8,8,0,9,14,38,2,Matches
186,Stefan Bajcetic,es ESP,MF,Liverpool,eng Premier League,18,2004,0.3,4,1,3,1,0,3,5,60.0,2,0,0,0,0,4,0,0,Matches
187,Nedim Bajrami,al ALB,"MF,FW",Sassuolo,it Serie A,24,1999,14.6,13,6,6,3,4,5,13,38.5,8,5,1,4,6,19,8,0,Matches
188,Cédric Bakambu,cd COD,FW,Betis,es La Liga,32,1991,2.2,1,0,0,1,0,0,0,,0,2,0,2,0,1,0,0,Matches
189,Tiemoué Bakayoko,fr FRA,MF,Lorient,fr Ligue 1,28,1994,14.6,34,17,14,17,3,15,28,53.6,13,10,4,6,26,60,15,1,Matches
190,Mitchel Bakker,nl NED,DF,Atalanta,it Serie A,23,2000,4.2,7,3,6,1,0,2,12,16.7,10,5,0,5,3,10,6,0,Matches
191,Ridle Baku,de GER,"DF,MF",Wolfsburg,de Bundesliga,25,1998,22.4,37,20,24,7,6,21,46,45.7,25,27,1,26,21,58,45,1,Matches
192,Dilane Bakwa,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,20,2002,24.2,30,22,12,13,5,11,40,27.5,29,26,1,25,20,50,11,0,Matches
193,Tommaso Baldanzi,it ITA,"MF,FW",Empoli,it Serie A,20,2003,8.3,4,2,1,1,2,3,10,30.0,7,7,0,7,2,6,0,0,Matches
194,Tommaso Baldanzi,it ITA,"FW,MF",Roma,it Serie A,20,2003,5.8,9,5,3,4,2,1,1,100.0,0,2,0,2,0,9,4,0,Matches
195,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,19,2003,15.3,20,11,11,6,3,7,11,63.6,4,14,1,13,5,25,21,1,Matches
196,George Baldock,gr GRE,DF,Sheffield Utd,eng Premier League,30,1993,10.8,18,10,10,7,1,6,15,40.0,9,14,8,6,10,28,33,0,Matches
197,Carlos Baleba,cm CMR,MF,Brighton,eng Premier League,19,2004,14.7,40,20,17,19,4,23,46,50.0,23,35,7,28,18,58,30,3,Matches
198,Carlos Baleba,cm CMR,MF,Lille,fr Ligue 1,19,2004,0.7,6,2,1,4,1,3,4,75.0,1,0,0,0,2,8,0,0,Matches
199,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,24,1999,25.2,79,50,55,23,1,49,67,73.1,18,38,15,23,51,130,91,0,Matches
200,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,31,1992,31.9,44,31,20,24,0,22,39,56.4,17,27,11,16,29,73,66,1,Matches
201,Fodé Ballo-Touré,sn SEN,"DF,MF",Fulham,eng Premier League,26,1997,0.8,4,2,1,3,0,1,2,50.0,1,1,0,1,3,7,2,0,Matches
202,Folarin Balogun,us USA,FW,Monaco,fr Ligue 1,22,2001,18.8,12,4,3,8,1,5,13,38.5,8,10,0,10,3,15,4,0,Matches
203,Jonathan Bamba,ci CIV,"MF,FW",Celta Vigo,es La Liga,27,1996,22.0,14,9,4,8,2,2,17,11.8,15,20,0,20,18,32,12,0,Matches
204,Mohamed Bamba,ci CIV,FW,Lorient,fr Ligue 1,21,2001,12.6,14,9,3,8,3,4,10,40.0,6,7,1,6,2,16,3,0,Matches
205,Samuel Bamba,de GER,FW,Dortmund,de Bundesliga,19,2004,0.5,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,1,0,Matches
206,Lameck Banda,zm ZAM,FW,Lecce,it Serie A,22,2001,15.0,27,23,11,12,4,7,21,33.3,14,18,0,18,3,30,7,0,Matches
207,Daniel Bandeira,pt POR,MF,Hellas Verona,it Serie A,23,2000,5.0,6,5,1,4,1,3,7,42.9,4,3,0,3,3,9,9,0,Matches
208,Mamady Bangré,bf BFA,"FW,MF",Toulouse,fr Ligue 1,22,2001,1.1,4,2,2,2,0,3,4,75.0,1,0,0,0,4,8,3,0,Matches
209,Mattia Bani,it ITA,DF,Genoa,it Serie A,29,1993,25.6,26,10,18,7,1,11,22,50.0,11,51,31,20,22,48,116,1,Matches
210,Léo Baptistão,br BRA,FW,Almería,es La Liga,30,1992,20.4,25,16,12,8,5,9,25,36.0,16,13,1,12,11,36,22,0,Matches
211,Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,25,1998,2.5,4,4,2,2,0,1,5,20.0,4,5,1,4,3,7,6,0,Matches
212,Antonín Barák,cz CZE,"MF,FW",Fiorentina,it Serie A,28,1994,9.0,6,2,1,3,2,3,7,42.9,4,5,0,5,2,8,4,0,Matches
213,Valentín Barco,ar ARG,"DF,FW",Brighton,eng Premier League,19,2004,3.4,11,5,4,5,2,6,8,75.0,2,3,0,3,4,15,3,1,Matches
214,Bradley Barcola,fr FRA,FW,Lyon,fr Ligue 1,20,2002,3.0,5,2,0,2,3,1,7,14.3,6,4,0,4,2,7,0,0,Matches
215,Bradley Barcola,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,20,2002,15.2,34,16,12,13,9,7,25,28.0,18,27,2,25,10,44,13,1,Matches
216,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,22,2000,29.5,69,38,28,30,11,37,63,58.7,26,46,12,34,42,111,46,0,Matches
217,Nicolò Barella,it ITA,MF,Inter,it Serie A,26,1997,31.6,46,30,17,20,9,19,63,30.2,44,31,1,30,10,56,12,1,Matches
218,Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,26,1997,3.4,6,2,2,2,2,3,8,37.5,5,2,1,1,2,8,2,0,Matches
219,Ross Barkley,eng ENG,MF,Luton Town,eng Premier League,29,1993,29.1,47,19,16,21,10,11,48,22.9,37,25,9,16,25,72,51,2,Matches
220,Aymen Barkok,ma MAR,"MF,FW",Mainz 05,de Bundesliga,25,1998,3.6,9,5,2,6,1,3,6,50.0,3,7,0,7,2,11,1,0,Matches
221,Harvey Barnes,eng ENG,"FW,MF",Newcastle Utd,eng Premier League,25,1997,8.9,6,1,3,2,1,1,2,50.0,1,1,0,1,5,11,3,0,Matches
222,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,23,2000,29.0,65,40,19,37,9,30,50,60.0,20,45,16,29,36,101,53,0,Matches
223,Enzo Barrenechea,ar ARG,MF,Frosinone,it Serie A,22,2001,31.2,65,42,28,29,8,28,70,40.0,42,47,12,35,27,92,61,2,Matches
224,Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,es La Liga,21,2001,15.9,32,21,7,16,9,10,26,38.5,16,18,1,17,6,38,5,0,Matches
225,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,20,2003,17.3,45,25,15,29,1,19,40,47.5,21,20,3,17,28,73,24,2,Matches
226,Davide Bartesaghi,it ITA,"DF,MF",Milan,it Serie A,17,2005,0.9,2,0,1,1,0,2,4,50.0,2,1,1,0,0,2,7,0,Matches
227,Marc Bartra,es ESP,DF,Betis,es La Liga,32,1991,2.5,4,3,3,1,0,4,5,80.0,1,3,1,2,3,7,10,0,Matches
228,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,26,1996,36.6,21,12,16,5,0,8,15,53.3,7,42,26,16,23,44,144,1,Matches
229,Steven Baseya,fr FRA,DF,Strasbourg,fr Ligue 1,18,2005,0.1,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,1,0,Matches
230,Chris Basham,eng ENG,"DF,MF",Sheffield Utd,eng Premier League,35,1988,3.6,7,2,4,3,0,2,9,22.2,7,9,4,5,5,12,17,0,Matches
231,Toma Bašić,hr CRO,MF,Salernitana,it Serie A,26,1996,12.9,20,13,10,9,1,10,27,37.0,17,18,6,12,14,34,29,0,Matches
232,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,23,1999,25.6,49,29,33,15,1,21,29,72.4,8,32,11,21,28,77,84,4,Matches
233,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,24,1999,25.2,46,33,31,12,3,26,40,65.0,14,25,11,14,23,69,48,1,Matches
234,Simone Bastoni,it ITA,"MF,DF",Empoli,it Serie A,26,1996,8.3,22,13,12,7,3,11,22,50.0,11,8,0,8,11,33,18,0,Matches
235,Augusto Batalla,ar ARG,GK,Granada,es La Liga,27,1996,17.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,10,2,Matches
236,Daniel Batz,de GER,GK,Mainz 05,de Bundesliga,32,1991,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
237,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,23,2000,9.0,19,12,13,4,2,9,17,52.9,8,14,8,6,11,30,30,1,Matches
238,Elias Baum,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,17,2005,0.3,1,0,0,0,1,0,0,,0,3,2,1,0,1,1,0,Matches
239,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,33,1990,34.0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,19,2,Matches
240,Christoph Baumgartner,at AUT,"MF,FW",RB Leipzig,de Bundesliga,23,1999,12.9,26,13,10,12,4,14,38,36.8,24,20,1,19,5,31,14,0,Matches
241,Bebé,cv CPV,"MF,FW",Rayo Vallecano,es La Liga,33,1990,2.4,2,2,1,1,0,1,5,20.0,4,1,0,1,0,2,0,0,Matches
242,Ihlas Bebou,tg TOG,"FW,DF",Hoffenheim,de Bundesliga,29,1994,18.2,22,12,10,8,4,8,16,50.0,8,13,2,11,14,36,15,0,Matches
243,Mohamed Bechikh,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,18,2005,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
244,Adrian Beck,de GER,"MF,FW",Heidenheim,de Bundesliga,26,1997,10.8,22,13,8,12,2,9,24,37.5,15,17,0,17,4,26,15,0,Matches
245,Owen Beck,wls WAL,DF,Liverpool,eng Premier League,20,2002,0.1,2,1,1,1,0,0,0,,0,0,0,0,0,2,1,0,Matches
246,Sheraldo Becker,sr SUR,"FW,MF",Real Sociedad,es La Liga,28,1995,8.6,2,2,0,2,0,0,1,0.0,1,3,0,3,1,3,0,0,Matches
247,Sheraldo Becker,sr SUR,"FW,MF",Union Berlin,de Bundesliga,28,1995,7.2,3,3,0,2,1,0,2,0.0,2,2,0,2,0,3,2,0,Matches
248,Chris Bedia,ci CIV,"FW,MF",Union Berlin,de Bundesliga,27,1996,1.6,2,1,0,2,0,0,1,0.0,1,3,0,3,0,2,2,0,Matches
249,Donny van de Beek,nl NED,DF,Manchester Utd,eng Premier League,26,1997,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
250,Donny van de Beek,nl NED,"MF,FW",Eint Frankfurt,de Bundesliga,26,1997,4.0,8,3,3,3,2,3,7,42.9,4,5,1,4,3,11,1,0,Matches
251,Yanis Begraoui,ma MAR,"FW,MF",Toulouse,fr Ligue 1,22,2001,3.3,5,3,1,3,1,3,9,33.3,6,4,0,4,5,10,5,0,Matches
252,Kevin Behrens,de GER,FW,Wolfsburg,de Bundesliga,32,1991,6.8,2,1,0,1,1,0,2,0.0,2,9,0,9,3,5,6,0,Matches
253,Kevin Behrens,de GER,FW,Union Berlin,de Bundesliga,32,1991,14.0,13,10,3,7,3,1,4,25.0,3,7,2,5,6,19,19,0,Matches
254,Maximilian Beier,de GER,"FW,MF",Hoffenheim,de Bundesliga,20,2002,26.9,20,12,5,11,4,4,19,21.1,15,21,1,20,9,29,12,0,Matches
255,Jérémie Bela,ao ANG,"MF,FW",Clermont Foot,fr Ligue 1,30,1993,2.3,1,1,0,1,0,1,3,33.3,2,1,0,1,0,1,1,0,Matches
256,Reda Belahyane,ma MAR,MF,Hellas Verona,it Serie A,19,2004,1.0,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,0,0,Matches
257,Reda Belahyane,ma MAR,MF,Nice,fr Ligue 1,19,2004,0.3,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
258,Amari'i Bell,jm JAM,DF,Luton Town,eng Premier League,29,1994,19.1,50,33,30,19,1,22,35,62.9,13,33,15,18,25,75,60,1,Matches
259,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,31,1991,7.4,8,8,7,1,0,4,8,50.0,4,7,5,2,6,14,30,0,Matches
260,Alaa Bellaarouch,ma MAR,GK,Strasbourg,fr Ligue 1,21,2002,15.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,11,2,Matches
261,Raoul Bellanova,it ITA,DF,Torino,it Serie A,23,2000,33.8,36,26,15,17,4,18,31,58.1,13,21,4,17,15,51,36,3,Matches
262,Jean-Ricner Bellegarde,ht HAI,"MF,FW",Wolves,eng Premier League,25,1998,10.6,17,10,9,6,2,7,15,46.7,8,18,2,16,8,25,14,0,Matches
263,Jean-Ricner Bellegarde,ht HAI,"MF,FW",Strasbourg,fr Ligue 1,25,1998,3.0,5,3,3,2,0,3,6,50.0,3,4,0,4,4,9,0,0,Matches
264,Héctor Bellerín,es ESP,DF,Betis,es La Liga,28,1995,19.0,34,22,14,16,4,20,53,37.7,33,13,5,8,22,56,40,1,Matches
265,Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,20,2003,25.7,42,34,14,18,10,12,36,33.3,24,55,5,50,21,63,17,0,Matches
266,Jeanuël Belocian,fr FRA,DF,Rennes,fr Ligue 1,18,2005,16.1,32,22,23,8,1,22,28,78.6,6,18,10,8,13,45,49,0,Matches
267,Andrea Belotti,it ITA,FW,Fiorentina,it Serie A,29,1993,10.5,8,3,1,5,2,5,12,41.7,7,8,1,7,2,10,3,0,Matches
268,Andrea Belotti,it ITA,FW,Roma,it Serie A,29,1993,7.5,8,4,2,3,3,3,6,50.0,3,7,0,7,2,10,3,0,Matches
269,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,24,1999,27.0,56,32,22,23,11,24,63,38.1,39,28,2,26,18,74,34,0,Matches
270,Lucas Beltrán,ar ARG,"FW,MF",Fiorentina,it Serie A,22,2001,18.8,27,14,4,18,5,11,20,55.0,9,29,3,26,2,29,11,0,Matches
271,Eliesse Ben Seghir,ma MAR,"MF,FW",Monaco,fr Ligue 1,18,2005,4.8,9,6,2,5,2,3,7,42.9,4,6,0,6,2,11,2,0,Matches
272,Anis Ben Slimane,tn TUN,MF,Sheffield Utd,eng Premier League,22,2001,4.7,11,6,5,2,4,4,10,40.0,6,7,1,6,5,16,7,0,Matches
273,Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,32,1990,25.7,4,3,1,2,1,1,11,9.1,10,18,0,18,8,12,1,0,Matches
274,Carlos Benavídez,uy URU,MF,Alavés,es La Liga,25,1998,12.6,56,35,19,26,11,19,34,55.9,15,13,5,8,19,75,31,0,Matches
275,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,25,1997,12.8,29,19,11,16,2,11,22,50.0,11,12,4,8,12,41,9,2,Matches
276,Saïd Benrahma,dz ALG,"FW,MF",West Ham,eng Premier League,27,1995,6.9,8,4,5,3,0,4,15,26.7,11,8,0,8,5,13,7,0,Matches
277,Saïd Benrahma,dz ALG,"FW,MF",Lyon,fr Ligue 1,27,1995,8.6,9,7,1,6,2,5,7,71.4,2,7,0,7,1,10,3,0,Matches
278,Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,28,1995,11.5,34,21,21,11,2,24,34,70.6,10,22,7,15,16,50,37,0,Matches
279,Nabil Bentaleb,dz ALG,MF,Lille,fr Ligue 1,28,1994,21.9,49,32,29,18,2,22,43,51.2,21,33,12,21,37,86,33,0,Matches
280,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,26,1997,11.2,23,15,10,11,2,10,24,41.7,14,15,4,11,17,40,16,1,Matches
281,Daniel Bentley,eng ENG,GK,Wolves,eng Premier League,30,1993,4.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
282,Lucas Beraldo,br BRA,DF,Paris S-G,fr Ligue 1,19,2003,11.2,22,14,14,8,0,10,25,40.0,15,15,6,9,20,42,25,0,Matches
283,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,28,1994,15.9,17,8,7,9,1,2,21,9.5,19,17,0,17,13,30,9,0,Matches
284,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,33,1990,21.4,33,25,13,14,6,19,33,57.6,14,28,9,19,20,53,62,0,Matches
285,Álex Berenguer,es ESP,FW,Athletic Club,es La Liga,28,1995,17.7,23,14,9,9,5,7,24,29.2,17,23,0,23,5,28,13,0,Matches
286,Bartosz Bereszyński,pl POL,DF,Empoli,it Serie A,31,1992,19.6,41,25,25,13,3,24,40,60.0,16,22,10,12,21,62,52,0,Matches
287,Jóhann Berg Guðmundsson,is ISL,"MF,FW",Burnley,eng Premier League,32,1990,13.2,13,4,6,5,2,7,16,43.8,9,14,0,14,16,29,16,0,Matches
288,Sander Berge,no NOR,MF,Burnley,eng Premier League,25,1998,33.4,76,46,35,36,5,34,58,58.6,24,49,20,29,23,99,60,2,Matches
289,Etrit Berisha,al ALB,GK,Empoli,it Serie A,34,1989,14.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,1,Matches
290,Medon Berisha,al ALB,"FW,MF",Lecce,it Serie A,19,2003,2.3,3,1,3,0,0,0,2,0.0,2,2,2,0,1,4,0,0,Matches
291,Mergim Berisha,de GER,FW,Hoffenheim,de Bundesliga,25,1998,1.6,0,0,0,0,0,0,0,,0,2,1,1,0,0,0,0,Matches
292,Mergim Berisha,de GER,FW,Augsburg,de Bundesliga,25,1998,1.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,3,0,Matches
293,Bernardo,br BRA,DF,Bochum,de Bundesliga,28,1995,32.5,99,58,56,35,8,45,69,65.2,24,66,30,36,55,154,120,1,Matches
294,Victor Bernth Kristiansen,dk DEN,DF,Bologna,it Serie A,20,2002,25.6,52,34,23,22,7,20,35,57.1,15,35,8,27,12,64,45,1,Matches
295,Matúš Bero,sk SVK,"MF,FW",Bochum,de Bundesliga,27,1995,18.5,32,22,13,12,7,13,32,40.6,19,24,3,21,12,44,26,0,Matches
296,Luke Berry,eng ENG,"MF,DF",Luton Town,eng Premier League,31,1992,3.6,7,2,2,4,1,2,3,66.7,1,6,1,5,0,7,3,0,Matches
297,Dimitry Bertaud,cd COD,GK,Montpellier,fr Ligue 1,25,1998,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
298,Jan-Niklas Beste,de GER,"FW,MF",Heidenheim,de Bundesliga,24,1999,28.9,77,49,35,24,18,28,55,50.9,27,48,1,47,18,95,31,0,Matches
299,Beto,gw GNB,FW,Everton,eng Premier League,25,1998,10.6,14,6,1,6,7,4,12,33.3,8,11,0,11,1,15,14,0,Matches
300,Beto,gw GNB,FW,Udinese,it Serie A,25,1998,0.8,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,Matches
301,Davide Bettella,it ITA,MF,Monza,it Serie A,23,2000,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
302,Sam Beukema,nl NED,DF,Bologna,it Serie A,24,1998,28.3,27,11,14,11,2,16,25,64.0,9,35,21,14,15,42,99,2,Matches
303,Jordan Beyer,de GER,DF,Burnley,eng Premier League,23,2000,13.7,35,20,22,12,1,14,24,58.3,10,22,15,7,16,51,68,1,Matches
304,Pep Biel,es ESP,"MF,FW",Augsburg,de Bundesliga,26,1996,3.2,4,3,0,2,2,1,3,33.3,2,2,1,1,2,6,2,0,Matches
305,Jaka Bijol,si SVN,DF,Udinese,it Serie A,24,1999,23.2,43,27,34,9,0,22,35,62.9,13,36,21,15,23,66,140,1,Matches
306,El Bilal Touré,ml MLI,FW,Atalanta,it Serie A,21,2001,4.4,1,1,0,1,0,0,1,0.0,1,0,0,0,1,2,2,0,Matches
307,Philip Billing,dk DEN,MF,Bournemouth,eng Premier League,27,1996,15.5,33,16,7,22,4,9,27,33.3,18,31,5,26,20,53,28,1,Matches
308,Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,30,1992,26.2,47,28,20,24,3,28,52,53.8,24,30,5,25,14,61,43,0,Matches
309,Davide Biraschi,it ITA,DF,Genoa,it Serie A,29,1994,1.0,3,3,1,2,0,1,3,33.3,2,0,0,0,2,5,5,0,Matches
310,Samuele Birindelli,it ITA,DF,Monza,it Serie A,24,1999,22.4,28,19,16,7,5,14,25,56.0,11,30,11,19,18,46,48,0,Matches
311,Tom Bischof,de GER,"MF,FW",Hoffenheim,de Bundesliga,18,2005,2.0,8,4,6,1,1,2,9,22.2,7,3,0,3,1,9,2,0,Matches
312,Yves Bissouma,ml MLI,MF,Tottenham,eng Premier League,26,1996,23.0,80,52,32,36,12,41,61,67.2,20,28,5,23,37,117,43,3,Matches
313,Leonardo Bittencourt,de GER,MF,Werder Bremen,de Bundesliga,29,1993,17.5,42,18,20,17,5,15,39,38.5,24,18,1,17,13,55,6,0,Matches
314,Marco Bizot,nl NED,GK,Brest,fr Ligue 1,32,1991,32.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,18,3,Matches
315,Antonio Blanco,es ESP,MF,Alavés,es La Liga,23,2000,27.0,61,36,29,27,5,31,86,36.0,55,25,2,23,35,96,30,0,Matches
316,Rubén Blanco,es ESP,GK,Marseille,fr Ligue 1,28,1995,1.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
317,Hendry Blank,de GER,DF,Dortmund,de Bundesliga,18,2004,0.5,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,4,0,Matches
318,Ludovic Blas,fr FRA,"FW,MF",Rennes,fr Ligue 1,25,1997,17.4,30,14,16,13,1,12,28,42.9,16,13,1,12,6,36,9,0,Matches
319,Janis Blaswich,de GER,GK,RB Leipzig,de Bundesliga,32,1991,21.0,1,1,1,0,0,0,0,,0,0,0,0,0,1,7,3,Matches
320,Alexis Blin,fr FRA,MF,Lecce,it Serie A,26,1996,18.2,33,19,11,19,3,15,43,34.9,28,16,2,14,22,55,39,0,Matches
321,Daley Blind,nl NED,DF,Girona,es La Liga,33,1990,33.0,47,21,33,13,1,29,47,61.7,18,37,19,18,21,68,113,0,Matches
322,Myron Boadu,nl NED,FW,Monaco,fr Ligue 1,22,2001,0.9,2,2,0,1,1,1,2,50.0,1,2,0,2,0,2,0,0,Matches
323,Benicio Boaitey,eng ENG,"FW,DF",Brighton,eng Premier League,19,2004,0.4,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,2,0,Matches
324,Jérôme Boateng,de GER,DF,Salernitana,it Serie A,34,1988,2.6,0,0,0,0,0,0,0,,0,6,5,1,4,4,21,0,Matches
325,Oscar Bobb,no NOR,"FW,MF",Manchester City,eng Premier League,20,2003,3.4,7,3,1,2,4,2,4,50.0,2,4,0,4,5,12,1,0,Matches
326,Sacha Boey,fr FRA,DF,Bayern Munich,de Bundesliga,22,2000,1.2,2,0,2,0,0,1,2,50.0,1,1,0,1,1,3,2,0,Matches
327,Jeremie Boga,ci CIV,FW,Nice,fr Ligue 1,26,1997,22.2,18,7,6,10,2,10,20,50.0,10,26,2,24,8,26,4,0,Matches
328,Jayden Bogle,eng ENG,DF,Sheffield Utd,eng Premier League,23,2000,31.0,66,36,43,21,2,35,70,50.0,35,42,11,31,32,98,97,0,Matches
329,Emil Bohinen,no NOR,MF,Genoa,it Serie A,24,1999,0.6,1,1,0,1,0,0,0,,0,1,0,1,0,1,3,0,Matches
330,Emil Bohinen,no NOR,MF,Salernitana,it Serie A,24,1999,5.9,8,6,5,3,0,2,10,20.0,8,8,2,6,14,22,6,1,Matches
331,Adama Bojang,gm GAM,FW,Reims,fr Ligue 1,19,2004,0.9,2,1,1,0,1,0,0,,0,2,1,1,1,3,0,0,Matches
332,Daniel Boloca,ro ROU,MF,Sassuolo,it Serie A,24,1998,22.5,48,33,18,25,5,27,46,58.7,19,23,13,10,14,62,33,2,Matches
333,Willy Boly,ci CIV,DF,Nott'ham Forest,eng Premier League,32,1991,16.0,46,29,36,9,1,22,40,55.0,18,32,21,11,25,71,90,0,Matches
334,Giacomo Bonaventura,it ITA,MF,Fiorentina,it Serie A,33,1989,25.3,26,13,6,10,10,9,21,42.9,12,16,1,15,14,40,10,0,Matches
335,Federico Bonazzoli,it ITA,"FW,MF",Hellas Verona,it Serie A,26,1997,11.3,4,1,1,3,0,1,8,12.5,7,9,1,8,3,7,3,0,Matches
336,Warren Bondo,fr FRA,MF,Monza,it Serie A,19,2003,16.4,29,22,16,10,3,13,17,76.5,4,13,3,10,6,35,13,0,Matches
337,Giovanni Bonfanti,it ITA,DF,Atalanta,it Serie A,20,2003,1.0,4,2,2,2,0,2,3,66.7,1,1,1,0,1,5,1,0,Matches
338,Victor Boniface,ng NGA,FW,Leverkusen,de Bundesliga,22,2000,17.2,6,4,0,1,5,1,4,25.0,3,6,1,5,0,6,13,0,Matches
339,Kevin Bonifazi,it ITA,DF,Bologna,it Serie A,27,1996,1.0,4,0,0,4,0,1,2,50.0,1,0,0,0,0,4,7,1,Matches
