Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MainPos,MP,Starts,Min,90s,CrdY,CrdR,Gls,Sh_shooting,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_shooting,xG,npxG,xG_shooting,npxG_shooting,npxG/Sh,G-xG,np:G-xG,PK,PKatt,Ast,KP,xAG,xA,A-xAG,PPA,CrsPA,Touches,Att 3rd_possession,Att Pen,Att_possession,Succ,Succ%,Tkld,Tkld%,Carries,PrgC,PrgDist_possession,CPA,Mis,Dis,PrgR,PrgC_possession,1/3_possession,Cmp,Att_passing,Cmp%,PrgP,Fls,Fld,Recov,Won,Lost_misc,Won%,Min%,Compl,Subs,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
1885,Pedro Neto,pt POR,"FW,MF",Wolves,eng Premier League,23.0,2000.0,FW,20,18,1516,16.8,4,0,2,36.0,12.0,33.3,2.14,0.71,0.06,0.17,16.8,3.0,3.5,3.5,3.5,3.5,0.1,-1.5,-1.5,0,0,9,38,4.4,3.7,4.6,29,12,904,505,83,88,37,42.0,42,47.7,581,98,2615,42,44,20,149,98,65,538,722,74.5,54,15.0,21.0,79.0,4.0,18.0,18.2,44.3,12.0,2.0,1.4,22.0,27.0,-5.0,-0.3,21.8,29.4,-7.6,-0.45
2068,Pejiño,es ESP,FW,Las Palmas,es La Liga,27.0,1996.0,FW,17,6,504,5.6,1,0,2,17.0,8.0,47.1,3.04,1.43,0.12,0.25,22.2,0.0,1.3,1.3,1.3,1.3,0.08,0.7,0.7,0,0,0,9,0.6,0.5,-0.6,6,1,321,170,15,34,15,44.1,18,52.9,204,17,511,4,17,13,66,17,15,166,232,71.6,20,6.0,4.0,21.0,4.0,2.0,66.7,14.7,0.0,11.0,0.76,4.0,5.0,-1.0,-0.18,6.6,8.4,-1.8,-0.32
884,Phil Foden,eng ENG,"FW,MF",Manchester City,eng Premier League,23.0,2000.0,FW,35,33,2857,31.7,2,0,19,105.0,48.0,45.7,3.31,1.51,0.18,0.4,18.5,4.0,10.3,10.3,10.3,10.3,0.1,8.7,8.7,0,0,8,73,8.4,6.9,-0.4,57,5,2146,1211,190,102,47,46.1,46,45.1,1435,93,3434,56,62,49,269,93,79,1511,1767,85.5,168,14.0,60.0,127.0,6.0,17.0,26.1,83.5,19.0,2.0,2.34,75.0,27.0,48.0,1.51,65.4,28.8,36.6,1.15
1147,Philipp Hofmann,de GER,FW,Bochum,de Bundesliga,30.0,1993.0,FW,29,18,1571,17.5,1,0,4,39.0,15.0,38.5,2.23,0.86,0.1,0.27,11.7,0.0,4.8,4.8,4.8,4.8,0.12,-0.8,-0.8,0,0,2,19,1.7,1.3,0.3,11,0,581,257,84,15,9,60.0,6,40.0,256,7,208,2,43,14,86,7,6,266,416,63.9,36,20.0,26.0,44.0,111.0,94.0,54.1,51.3,4.0,11.0,0.86,24.0,40.0,-16.0,-0.92,24.6,28.9,-4.3,-0.24
2592,Phillip Tietz,de GER,FW,Augsburg,de Bundesliga,26.0,1997.0,FW,34,31,2382,26.5,1,0,8,52.0,18.0,34.6,1.96,0.68,0.15,0.44,15.1,1.0,8.2,8.2,8.2,8.2,0.16,-0.2,-0.2,0,0,4,29,2.6,3.4,1.4,15,1,815,382,122,40,13,32.5,24,60.0,416,19,590,7,70,21,115,19,15,332,534,62.2,51,42.0,17.0,88.0,105.0,125.0,45.7,77.8,4.0,3.0,1.15,41.0,45.0,-4.0,-0.15,33.9,42.5,-8.6,-0.33
156,Pierre-Emerick Aubameyang,ga GAB,FW,Marseille,fr Ligue 1,34.0,1989.0,FW,34,30,2622,29.1,4,0,17,112.0,47.0,42.0,3.84,1.61,0.12,0.28,15.8,5.0,20.5,17.3,20.5,17.3,0.16,-3.5,-4.3,4,4,8,27,5.6,4.4,2.4,27,5,960,512,163,34,18,52.9,14,41.2,696,68,1628,38,42,21,235,68,34,444,660,67.3,58,9.0,20.0,67.0,26.0,39.0,40.0,85.7,20.0,4.0,1.47,47.0,37.0,10.0,0.34,50.6,30.5,20.1,0.69
2069,Pietro Pellegri,it ITA,FW,Torino,it Serie A,22.0,2001.0,FW,24,7,756,8.4,3,0,1,13.0,4.0,30.8,1.55,0.48,0.08,0.25,10.2,0.0,1.0,1.0,1.0,1.0,0.08,0.0,0.0,0,0,1,4,0.3,0.1,0.7,0,0,231,123,25,15,5,33.3,7,46.7,129,14,366,2,25,15,52,14,15,86,138,62.3,8,16.0,22.0,22.0,23.0,38.0,37.7,22.1,0.0,17.0,1.42,10.0,12.0,-2.0,-0.24,6.0,12.5,-6.5,-0.78
80,Pontus Almqvist,se SWE,"FW,MF",Lecce,it Serie A,24.0,1999.0,FW,30,25,2107,23.4,5,0,2,40.0,15.0,37.5,1.71,0.64,0.05,0.13,19.7,0.0,2.3,2.3,2.3,2.3,0.06,-0.3,-0.3,0,0,1,27,2.7,1.8,-1.7,12,4,779,360,80,93,37,39.8,43,46.2,505,72,1930,35,59,39,137,72,47,351,478,73.4,32,29.0,35.0,69.0,14.0,22.0,38.9,61.6,12.0,5.0,0.97,20.0,32.0,-12.0,-0.51,26.0,33.0,-7.0,-0.3
876,Rachad Fettal,ma MAR,FW,Almería,es La Liga,18.0,2005.0,FW,1,0,17,0.2,0,0,0,1.0,0.0,0.0,5.29,0.0,0.0,,8.8,0.0,0.1,0.1,0.1,0.1,0.08,-0.1,-0.1,0,0,0,1,0.0,0.0,0.0,0,0,9,2,1,0,0,,0,,4,0,2,0,1,0,2,0,0,4,6,66.7,0,1.0,0.0,1.0,1.0,0.0,100.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.0,0.9,4.52
842,Radamel Falcao,co COL,"FW,DF",Rayo Vallecano,es La Liga,37.0,1986.0,FW,22,2,407,4.5,4,0,1,16.0,6.0,37.5,3.54,1.33,0.0,0.0,14.5,0.0,2.7,2.0,2.7,2.0,0.12,-1.7,-2.0,1,1,0,4,0.3,0.3,-0.3,2,0,169,91,23,8,3,37.5,4,50.0,97,7,171,5,13,12,23,7,4,92,110,83.6,7,15.0,10.0,20.0,14.0,24.0,36.8,11.9,0.0,20.0,0.87,7.0,7.0,0.0,0.0,6.3,5.1,1.2,0.25
1765,Rafa Mir,es ESP,"FW,MF",Sevilla,es La Liga,26.0,1997.0,FW,15,3,391,4.3,1,0,2,15.0,7.0,46.7,3.45,1.61,0.13,0.29,16.9,0.0,1.4,1.4,1.4,1.4,0.1,0.6,0.6,0,0,0,5,0.3,0.1,-0.3,1,1,136,67,20,6,2,33.3,3,50.0,73,3,147,3,9,3,16,3,2,61,88,69.3,2,9.0,5.0,12.0,12.0,19.0,38.7,11.4,1.0,12.0,0.93,5.0,4.0,1.0,0.23,6.0,6.7,-0.6,-0.14
345,Rafael Borré,co COL,FW,Werder Bremen,de Bundesliga,27.0,1995.0,FW,19,11,991,11.0,0,0,4,20.0,7.0,35.0,1.82,0.64,0.2,0.57,15.4,0.0,2.4,2.4,2.4,2.4,0.12,1.6,1.6,0,0,0,13,1.8,1.9,-1.8,9,3,422,183,40,22,7,31.8,14,63.6,244,16,487,5,30,16,73,16,14,223,301,74.1,28,17.0,8.0,34.0,26.0,31.0,45.6,32.4,2.0,8.0,1.37,13.0,18.0,-5.0,-0.45,12.8,17.4,-4.6,-0.42
1449,Rafael Leão,pt POR,FW,Milan,it Serie A,24.0,1999.0,FW,34,29,2512,27.9,5,0,9,70.0,24.0,34.3,2.51,0.86,0.13,0.38,17.1,0.0,10.0,10.0,10.0,10.0,0.14,-1.0,-1.0,0,0,9,59,9.1,8.1,-0.1,62,17,1351,725,179,154,77,50.0,61,39.6,937,160,4060,82,66,41,293,160,99,760,1032,73.6,117,27.0,52.0,78.0,24.0,17.0,58.5,73.5,15.0,5.0,1.94,56.0,31.0,25.0,0.9,51.7,31.1,20.6,0.74
2506,Raheem Sterling,eng ENG,"FW,MF",Chelsea,eng Premier League,28.0,1994.0,FW,31,22,1978,22.0,7,0,8,51.0,21.0,41.2,2.32,0.96,0.16,0.38,14.5,5.0,6.5,6.5,6.5,6.5,0.13,1.5,1.5,0,0,4,30,4.5,4.3,-0.5,35,7,1019,638,167,132,45,34.1,70,53.0,744,120,3063,65,54,44,242,120,51,538,728,73.9,78,34.0,41.0,92.0,2.0,14.0,12.5,57.8,9.0,9.0,1.48,41.0,38.0,3.0,0.14,40.7,32.6,8.2,0.37
1353,Randal Kolo Muani,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,24.0,1998.0,FW,28,15,1421,14.1,1,0,7,22.0,12.0,37.25,2.25,0.72,0.23500000000000001,0.75,11.0,0.0,6.1,6.1,6.1,6.1,0.28,-0.1,-0.1,0,0,5,26,3.3,1.6,1.7,14,3,545,293,73,72,28,32.8,40,61.150000000000006,432,36,1105,16,52,21,125,36,18,259,359,68.75,42,34.0,26.0,43.0,15.0,14.0,48.05,23.2,4.0,13.0,2.135,35.0,14.0,21.0,0.745,30.1,17.0,13.1,0.93
1916,Randy Nteka,ao ANG,"FW,MF",Rayo Vallecano,es La Liga,25.0,1997.0,FW,16,3,572,6.4,3,0,1,14.0,5.0,35.7,2.2,0.79,0.0,0.0,15.9,0.0,2.3,1.5,2.3,1.5,0.11,-1.3,-1.5,1,1,1,9,0.9,0.9,0.1,5,0,284,131,36,17,7,41.2,8,47.1,156,12,404,6,18,20,35,12,7,129,180,71.7,15,19.0,14.0,23.0,27.0,24.0,52.9,16.7,0.0,13.0,0.94,3.0,11.0,-8.0,-1.26,8.0,9.3,-1.4,-0.21
2191,Raphinha,br BRA,"FW,MF",Barcelona,es La Liga,26.0,1996.0,FW,28,17,1368,15.2,4,1,6,58.0,20.0,34.5,3.82,1.32,0.09,0.25,19.8,10.0,7.4,6.6,7.4,6.6,0.12,-1.4,-1.6,1,1,9,41,5.7,5.0,3.3,32,8,894,484,81,46,24,52.2,19,41.3,495,49,1418,23,41,8,164,49,22,522,693,75.3,57,17.0,25.0,74.0,9.0,5.0,64.3,40.0,4.0,11.0,2.14,30.0,14.0,16.0,1.05,31.0,15.1,15.9,1.05
408,Rareș-Cătălin Burnete,ro ROU,FW,Lecce,it Serie A,19.0,2004.0,FW,1,0,8,0.1,0,0,0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0,1,1,0.1,0.0,0.9,0,0,4,2,1,0,0,,0,,2,0,0,0,2,0,2,0,0,1,1,100.0,0,0.0,0.0,0.0,0.0,0.0,,0.2,0.0,1.0,3.0,2.0,0.0,2.0,22.5,0.2,0.0,0.2,1.7
1171,Rasmus Højlund,dk DEN,FW,Manchester Utd,eng Premier League,20.0,2003.0,FW,30,25,2158,24.0,2,0,10,38.0,20.0,52.6,1.58,0.83,0.26,0.5,11.6,0.0,7.6,7.6,7.6,7.6,0.2,2.4,2.4,0,0,2,28,1.6,0.9,0.4,14,1,612,297,96,38,18,47.4,18,47.4,355,35,1088,14,50,29,111,35,26,304,402,75.6,33,20.0,30.0,60.0,25.0,65.0,27.8,63.1,8.0,5.0,1.6,36.0,35.0,1.0,0.04,35.1,40.9,-5.8,-0.24
2197,Raúl,es ESP,FW,Osasuna,es La Liga,22.0,2000.0,FW,35,13,1355,15.1,4,0,6,33.0,12.0,36.4,2.19,0.8,0.18,0.5,11.6,0.0,4.9,4.9,4.9,4.9,0.15,1.1,1.1,0,0,1,10,0.6,0.8,0.4,6,0,455,224,64,21,6,28.6,13,61.9,221,16,381,7,36,16,68,16,11,191,306,62.4,22,13.0,12.0,28.0,50.0,69.0,42.0,39.6,2.0,22.0,1.09,18.0,24.0,-6.0,-0.4,17.5,22.1,-4.6,-0.31
944,Raúl García,es ESP,"FW,MF",Athletic Club,es La Liga,37.0,1986.0,FW,20,1,420,4.7,3,0,1,10.0,1.0,10.0,2.14,0.21,0.1,1.0,14.3,0.0,0.9,0.9,0.9,0.9,0.09,0.1,0.1,0,0,0,0,0.0,0.6,0.0,3,0,202,80,22,5,2,40.0,3,60.0,95,4,124,2,9,5,15,4,7,79,138,57.2,19,20.0,10.0,19.0,27.0,19.0,58.7,12.3,0.0,19.0,1.8,8.0,3.0,5.0,1.07,7.0,6.7,0.3,0.06
1233,Raúl Jiménez,mx MEX,FW,Fulham,eng Premier League,32.0,1991.0,FW,24,18,1395,15.5,3,1,7,41.0,17.0,41.5,2.65,1.1,0.17,0.41,14.7,0.0,5.2,5.2,5.2,5.2,0.13,1.8,1.8,0,0,0,11,1.5,1.0,-1.5,11,2,567,240,67,24,10,41.7,12,50.0,317,11,453,5,44,32,87,11,14,262,382,68.6,24,17.0,21.0,43.0,44.0,59.0,42.7,40.8,4.0,6.0,1.25,25.0,26.0,-1.0,-0.06,17.3,28.8,-11.5,-0.74
2602,Raúl de Tomás,es ESP,FW,Rayo Vallecano,es La Liga,28.0,1994.0,FW,25,15,1272,14.1,5,0,1,38.0,11.0,28.9,2.69,0.78,0.0,0.0,18.5,3.0,3.4,2.6,3.4,2.6,0.07,-2.4,-2.6,1,1,2,8,1.3,0.4,0.7,3,0,439,183,58,44,20,45.5,19,43.2,266,11,372,4,44,27,73,11,5,207,272,76.1,23,24.0,26.0,35.0,24.0,41.0,36.9,37.2,1.0,10.0,0.96,13.0,14.0,-1.0,-0.07,13.7,15.0,-1.3,-0.09
1329,Reda Khadra,de GER,"FW,MF",Reims,fr Ligue 1,22.0,2001.0,FW,29,14,1368,15.2,1,0,1,23.0,12.0,52.2,1.51,0.79,0.04,0.08,19.2,1.0,1.8,1.8,1.8,1.8,0.08,-0.8,-0.8,0,0,3,22,3.5,2.4,-0.5,19,9,556,297,41,60,28,46.7,31,51.7,415,35,1166,14,41,35,110,35,33,289,389,74.3,40,13.0,9.0,66.0,1.0,8.0,11.1,44.7,4.0,15.0,1.31,16.0,23.0,-7.0,-0.46,19.1,24.2,-5.0,-0.33
1882,Reiss Nelson,eng ENG,FW,Arsenal,eng Premier League,23.0,1999.0,FW,15,1,268,3.0,1,0,0,4.0,1.0,25.0,1.34,0.34,0.0,0.0,19.7,0.0,0.2,0.2,0.2,0.2,0.05,-0.2,-0.2,0,0,0,5,0.6,0.4,-0.6,6,2,188,96,13,7,1,14.3,6,85.7,129,9,281,4,11,4,26,9,5,127,144,88.2,5,5.0,6.0,22.0,0.0,5.0,0.0,7.8,0.0,14.0,2.27,10.0,1.0,9.0,3.02,7.0,2.2,4.8,1.62
383,Rhian Brewster,eng ENG,"FW,MF",Sheffield Utd,eng Premier League,23.0,2000.0,FW,13,3,346,3.8,0,1,0,7.0,3.0,42.9,1.82,0.78,0.0,0.0,23.2,0.0,0.4,0.4,0.4,0.4,0.05,-0.4,-0.4,0,0,0,2,0.1,0.1,-0.1,1,0,113,57,16,5,0,0.0,4,80.0,62,1,75,3,8,8,21,1,4,52,76,68.4,3,5.0,5.0,9.0,4.0,19.0,17.4,10.1,0.0,10.0,0.54,0.0,8.0,-8.0,-2.08,1.7,7.2,-5.4,-1.42
1989,Riccardo Orsolini,it ITA,"FW,MF",Bologna,it Serie A,26.0,1997.0,FW,33,19,1792,19.9,2,0,10,55.0,22.0,40.0,2.76,1.1,0.15,0.36,18.1,5.0,7.4,5.0,7.4,5.0,0.09,2.6,3.0,2,3,2,36,4.4,3.9,-2.4,22,4,981,482,77,77,31,40.3,40,51.9,605,51,1787,23,49,23,175,51,34,490,731,67.0,71,17.0,41.0,69.0,16.0,17.0,48.5,52.4,6.0,14.0,1.67,31.0,17.0,14.0,0.7,27.0,15.3,11.7,0.59
2357,Riccardo Saponara,it ITA,"FW,MF",Hellas Verona,it Serie A,31.0,1991.0,FW,12,3,342,3.8,0,0,0,5.0,1.0,20.0,1.32,0.26,0.0,0.0,25.6,0.0,0.1,0.1,0.1,0.1,0.02,-0.1,-0.1,0,0,0,3,0.2,0.2,-0.2,3,1,164,65,11,9,4,44.4,4,44.4,115,12,346,3,15,3,32,12,9,87,124,70.2,14,1.0,3.0,16.0,1.0,5.0,16.7,10.0,0.0,9.0,1.08,4.0,5.0,-1.0,-0.26,2.8,4.8,-2.0,-0.53
2482,Riccardo Sottil,it ITA,FW,Fiorentina,it Serie A,24.0,1999.0,FW,22,13,1103,12.3,1,0,2,34.0,13.0,38.2,2.77,1.06,0.06,0.15,17.0,1.0,2.6,2.6,2.6,2.6,0.08,-0.6,-0.6,0,0,3,13,2.5,2.4,0.5,16,7,563,361,63,52,21,40.4,19,36.5,424,66,1809,22,27,24,139,66,39,331,421,78.6,33,8.0,34.0,44.0,7.0,3.0,70.0,32.3,1.0,9.0,1.41,20.0,12.0,8.0,0.65,18.2,14.4,3.8,0.31
2225,Richarlison,br BRA,FW,Tottenham,eng Premier League,26.0,1997.0,FW,28,18,1491,16.6,3,0,11,62.0,25.0,40.3,3.74,1.51,0.18,0.44,12.9,0.0,9.6,9.6,9.6,9.6,0.15,1.4,1.4,0,0,4,15,2.1,1.4,1.9,13,1,652,322,121,37,10,27.0,23,62.2,394,26,712,17,53,40,106,26,11,267,392,68.1,38,20.0,30.0,42.0,25.0,57.0,30.5,43.6,6.0,10.0,1.82,37.0,18.0,19.0,1.15,30.2,25.6,4.5,0.27
1471,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,34.0,1988.0,FW,35,32,2750,30.6,5,0,19,90.0,37.0,41.1,2.95,1.21,0.17,0.41,13.9,3.0,18.1,15.0,18.1,15.0,0.17,0.9,0.0,4,4,8,27,4.9,3.6,3.1,25,4,900,502,165,54,23,42.6,30,55.6,529,43,1019,20,86,28,168,43,28,416,592,70.3,64,23.0,55.0,56.0,51.0,49.0,51.0,80.4,20.0,3.0,2.23,67.0,35.0,32.0,1.05,61.5,34.6,26.9,0.88
1653,Roberto Massimo,de GER,"FW,DF",Stuttgart,de Bundesliga,22.0,2000.0,FW,5,0,84,0.9,1,0,0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0,0,50,10,1,1,0,0.0,0,0.0,29,3,103,1,1,0,6,3,2,30,39,76.9,3,2.0,1.0,8.0,1.0,3.0,25.0,2.7,0.0,5.0,1.8,1.0,2.0,-1.0,-1.07,1.3,0.8,0.5,0.55
2089,Roberto Pereyra,ar ARG,"FW,MF",Udinese,it Serie A,32.0,1991.0,FW,27,22,1858,20.6,6,0,4,26.0,8.0,30.8,1.26,0.39,0.12,0.38,15.9,0.0,3.5,2.7,3.5,2.7,0.11,0.5,0.3,1,1,3,25,1.9,2.0,1.1,21,6,807,254,41,40,16,40.0,22,55.0,486,39,1350,8,46,27,82,39,21,472,598,78.9,70,24.0,32.0,100.0,4.0,8.0,33.3,54.3,13.0,5.0,0.93,25.0,30.0,-5.0,-0.24,21.2,27.8,-6.6,-0.32
2120,Roberto Piccoli,it ITA,FW,Lecce,it Serie A,22.0,2001.0,FW,37,12,1417,15.3,5,0,5,56.0,20.0,17.85,2.9850000000000003,0.655,0.035,0.2,16.5,1.0,6.4,5.6,6.4,5.6,0.1,-1.4,-1.6,1,1,0,10,0.9,0.6,-0.9,2,0,478,223,77,34,13,19.1,19,77.95,264,25,595,14,49,31,72,25,12,147,246,63.25,19,28.0,13.0,38.0,53.0,84.0,36.0,20.7,4.0,23.0,0.485,16.0,21.0,-5.0,-1.32,19.6,22.3,-2.7,-0.18
1083,Robin Hack,de GER,"FW,MF",Gladbach,de Bundesliga,24.0,1998.0,FW,29,14,1348,15.0,2,0,10,43.0,22.0,51.2,2.87,1.47,0.23,0.45,19.9,0.0,3.9,3.9,3.9,3.9,0.09,6.1,6.1,0,0,2,25,2.3,2.0,-0.3,16,6,753,311,65,60,26,43.3,31,51.7,468,50,1378,20,49,36,103,50,39,389,525,74.1,46,17.0,22.0,79.0,16.0,22.0,42.1,44.1,3.0,15.0,0.97,23.0,26.0,-3.0,-0.2,20.2,22.7,-2.6,-0.17
2249,Rodri,es ESP,"FW,MF",Betis,es La Liga,23.0,2000.0,FW,29,9,1051,11.7,0,0,0,18.0,5.0,27.8,1.54,0.43,0.0,0.0,18.6,0.0,1.1,1.1,1.1,1.1,0.06,-1.1,-1.1,0,0,0,15,1.2,2.2,-1.2,32,6,711,299,43,57,24,42.1,24,42.1,496,49,1607,14,28,18,116,49,30,449,570,78.8,65,6.0,29.0,58.0,0.0,9.0,0.0,30.7,2.0,20.0,1.45,10.0,13.0,-3.0,-0.26,13.7,18.8,-5.1,-0.44
1831,Rodrigo Muniz,br BRA,FW,Fulham,eng Premier League,22.0,2001.0,FW,26,18,1593,17.7,1,0,9,73.0,26.0,35.6,4.12,1.47,0.12,0.35,11.8,0.0,8.7,8.7,8.7,8.7,0.12,0.3,0.3,0,0,1,18,2.0,0.9,-1.0,7,0,462,220,118,20,5,25.0,13,65.0,257,8,258,4,54,34,76,8,4,136,222,61.3,19,24.0,34.0,34.0,74.0,109.0,40.4,46.6,7.0,8.0,1.04,24.0,27.0,-3.0,-0.17,25.5,26.1,-0.6,-0.04
2259,Rodrygo,br BRA,FW,Real Madrid,es La Liga,22.0,2001.0,FW,34,28,2380,26.4,2,0,10,86.0,35.0,40.7,3.25,1.32,0.12,0.29,15.2,4.0,11.7,10.9,11.7,10.9,0.13,-1.7,-0.9,0,1,5,46,4.0,4.2,1.0,44,4,1352,905,206,147,60,40.8,68,46.3,1002,159,4344,84,72,30,301,159,106,883,1007,87.7,90,10.0,46.0,61.0,5.0,21.0,19.2,69.6,10.0,6.0,2.44,53.0,20.0,33.0,1.25,45.6,24.0,21.6,0.82
1629,Roger Martí,es ESP,FW,Cádiz,es La Liga,32.0,1991.0,FW,23,18,1359,15.1,3,0,2,33.0,12.0,36.4,2.19,0.79,0.06,0.17,17.8,0.0,2.8,2.8,2.8,2.8,0.08,-0.8,-0.8,0,0,3,11,2.9,1.3,0.1,6,0,503,216,53,10,3,30.0,6,60.0,309,7,390,2,47,20,64,7,15,225,344,65.4,19,34.0,28.0,58.0,17.0,34.0,33.3,39.7,3.0,5.0,0.96,15.0,19.0,-4.0,-0.26,16.7,20.5,-3.9,-0.26
663,Romain Del Castillo,fr FRA,FW,Brest,fr Ligue 1,27.0,1996.0,FW,33,30,2497,27.7,4,0,8,37.0,14.0,37.8,1.33,0.5,0.14,0.36,20.3,3.0,5.2,2.9,5.2,2.9,0.08,2.8,2.1,3,3,8,89,9.9,9.1,-1.9,72,21,1800,936,71,160,75,46.9,77,48.1,1306,101,3294,21,65,52,287,101,95,989,1469,67.3,155,21.0,58.0,137.0,22.0,30.0,42.3,81.6,3.0,3.0,1.82,46.0,31.0,15.0,0.54,41.1,32.2,8.9,0.32
2793,Roman Yaremchuk,ua UKR,FW,Valencia,es La Liga,27.0,1995.0,FW,25,11,928,10.3,2,0,3,18.0,9.0,50.0,1.75,0.87,0.17,0.33,12.3,0.0,4.6,4.6,4.6,4.6,0.26,-1.6,-1.6,0,0,0,5,0.1,0.2,-0.1,4,0,315,163,34,14,5,35.7,9,64.3,177,12,378,6,26,17,46,12,11,142,210,67.6,20,7.0,13.0,28.0,26.0,46.0,36.1,27.1,0.0,14.0,1.16,12.0,12.0,0.0,0.0,13.7,15.1,-1.4,-0.14
1532,Romelu Lukaku,be BEL,FW,Roma,it Serie A,30.0,1993.0,FW,32,30,2641,29.3,5,1,13,64.0,27.0,42.2,2.18,0.92,0.2,0.48,14.1,0.0,9.8,9.0,9.8,9.0,0.14,3.2,4.0,0,1,3,29,2.4,1.5,0.6,13,3,843,448,141,24,11,45.8,13,54.2,500,37,1019,22,52,32,234,37,24,438,621,70.5,37,24.0,17.0,52.0,51.0,55.0,48.1,77.2,23.0,2.0,1.91,52.0,30.0,22.0,0.75,38.2,31.0,7.2,0.25
1980,Royce Openda Owaga,ga GAB,FW,Lorient,fr Ligue 1,21.0,2002.0,FW,1,0,16,0.2,0,0,0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,5,1,1,2,1,50.0,1,50.0,4,0,16,0,1,0,1,0,0,2,3,66.7,0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,2.0,-2.0,-11.25,0.0,0.9,-0.9,-5.28
945,Rubén García,es ESP,"FW,MF",Osasuna,es La Liga,30.0,1993.0,FW,30,19,1547,17.2,1,0,3,28.0,10.0,35.7,1.63,0.58,0.11,0.3,18.0,3.0,2.3,2.3,2.3,2.3,0.08,0.7,0.7,0,0,2,31,3.3,3.5,-1.3,26,9,951,466,40,31,18,58.1,9,29.0,473,16,730,4,31,23,117,16,26,519,774,67.1,59,24.0,27.0,86.0,30.0,36.0,45.5,45.2,4.0,11.0,1.0,18.0,26.0,-8.0,-0.47,15.8,22.4,-6.6,-0.38
1974,Ryan One,sct SCO,FW,Sheffield Utd,eng Premier League,17.0,2006.0,FW,1,0,8,0.1,0,0,0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,2,1,0,0,0,,0,,1,1,11,0,0,0,0,1,1,1,1,100.0,0,0.0,0.0,1.0,0.0,0.0,,0.2,0.0,1.0,0.0,0.0,2.0,-2.0,-22.5,0.0,1.2,-1.2,-13.13
415,Rémy Cabella,fr FRA,"FW,MF",Lille,fr Ligue 1,33.0,1990.0,FW,30,14,1477,16.4,0,0,2,33.0,14.0,42.4,2.01,0.85,0.06,0.14,15.5,0.0,5.2,5.2,5.2,5.2,0.16,-3.2,-3.2,0,0,2,32,3.3,3.6,-1.3,24,0,1111,520,80,48,21,43.8,24,50.0,835,72,2393,22,28,16,160,72,52,732,908,80.6,106,16.0,38.0,87.0,7.0,17.0,29.2,48.3,6.0,16.0,1.8,27.0,16.0,11.0,0.67,27.5,18.7,8.8,0.54
486,Samu Castillejo,es ESP,"FW,MF",Sassuolo,it Serie A,28.0,1995.0,FW,17,6,536,6.0,2,0,0,6.0,2.0,33.3,1.01,0.34,0.0,0.0,16.6,0.0,0.3,0.3,0.3,0.3,0.04,-0.3,-0.3,0,0,0,15,1.0,0.9,-1.0,6,4,371,190,14,19,9,47.4,8,42.1,248,27,839,7,23,18,45,27,24,213,283,75.3,26,11.0,18.0,33.0,2.0,9.0,18.2,15.7,0.0,11.0,0.71,8.0,12.0,-4.0,-0.67,6.8,8.6,-1.8,-0.29
1970,Samu Omorodion,es ESP,FW,Granada,es La Liga,19.0,2004.0,FW,35,22,1998,0.9,6,0,9,3.0,2.0,52.1,3.19,1.69,0.23,0.41500000000000004,8.6,0.0,0.7,0.7,0.7,0.7,0.23,0.3,0.3,0,0,1,2,0.0,0.0,0.0,0,0,24,10,5,0,0,38.6,0,57.9,14,0,7,0,2,0,3,0,0,10,15,69.35,0,1.0,3.0,2.0,2.0,5.0,34.25,29.2,0.0,0.0,0.575,1.0,2.0,-1.0,-0.8699999999999999,0.8,1.9,-1.1,-1.26
205,Samuel Bamba,de GER,FW,Dortmund,de Bundesliga,19.0,2004.0,FW,2,0,47,0.5,0,0,0,2.0,0.0,0.0,3.83,0.0,0.0,,12.6,0.0,0.3,0.3,0.3,0.3,0.13,-0.3,-0.3,0,0,0,1,0.1,0.1,-0.1,1,0,30,22,8,1,1,100.0,0,0.0,15,5,103,1,5,0,7,5,3,14,20,70.0,2,1.0,1.0,1.0,0.0,0.0,,1.5,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.6,0.8,0.9,1.62
